sample,AC,MES,NPC,OPC,MES_minus_mean_other
TCGA-06-0174-01A,0.9643671625426331,0.9585950720686907,0.9606120394209141,0.9701804717319908,-0.006458152496488734
TCGA-06-0152-02A,0.9703842750902699,0.9523063005324034,0.9189938516002426,0.9409064008085727,0.00887812469937499
TCGA-19-2625-01A,0.9670281008189614,0.9723076394055986,0.8857860424193909,0.9247088059765082,0.04646665633397851
TCGA-14-1829-01A,0.9689933602748352,0.970024878897822,0.8975105110952452,0.9562570777879098,0.02910456251182525
TCGA-06-0221-02A,0.9468675854409614,0.8992251911552427,0.9636560902652072,0.9641673728790803,-0.05900515837317366
TCGA-06-0675-11A,0.9494317663511093,0.9085412427816079,0.9273995225835299,0.9487049908183435,-0.03330418380271971
TCGA-06-AABW-11A,0.9489147676096193,0.9062939660716363,0.9109897337028944,0.9618539678038747,-0.03429219030049324
TCGA-06-0184-01A,0.9723727828835558,0.9628948304130532,0.8838335669132276,0.9384565866435809,0.03134051826626516
TCGA-26-5134-01A,0.9663966316923106,0.945944915244937,0.9389782542326841,0.9801469279849514,-0.01589568939171182
TCGA-06-0882-01A,0.9730394566354299,0.9531295612227205,0.905460741349731,0.9534273947403379,0.009153696980887638
TCGA-32-2638-01A,0.9728970882453748,0.9611604226156899,0.8964802354549439,0.9305155010492043,0.02786281436584903
TCGA-06-0680-11A,0.9484205743800663,0.8992921348150197,0.9304949569980616,0.9496666569998805,-0.043568594644316394
TCGA-19-2624-01A,0.9656958603788991,0.9410444015712373,0.9611807643952124,0.9577190896465502,-0.020487503235649962
TCGA-12-1597-01B,0.9680592199363574,0.9520306609278029,0.9628757210727528,0.9641485763509601,-0.01299717819222046
TCGA-12-3653-01A,0.9739842247852962,0.9352250587311725,0.8826982203856353,0.9273974255559029,0.007198435155560956
TCGA-32-2615-01A,0.9693009025668822,0.9718158047030299,0.8978969395825371,0.9327175590721174,0.03851067096251759
TCGA-28-2513-01A,0.9701686190841837,0.9735336594916232,0.8871979387275465,0.935203713191475,0.04267690249055478
TCGA-26-5136-01B,0.9674839896449692,0.9548463185742683,0.9138705190121212,0.9402257874760702,0.014319553196548096
TCGA-08-0386-01A,0.9645708622609073,0.9562272601898859,0.9273589566070257,0.9381257677486663,0.012875397984352777
TCGA-28-2514-01A,0.9721949884555401,0.9530611543135493,0.9326963373230219,0.9672800779357758,-0.0043293135912299
TCGA-19-2620-01A,0.9751433204648251,0.964452916658436,0.9111880562546927,0.9560035931801184,0.01700792669189055
TCGA-06-5416-01A,0.9569414221605811,0.9557854503259754,0.9540903325168051,0.9728298871241633,-0.005501763607874466
TCGA-06-0745-01A,0.9683304505394944,0.9623909239029835,0.9219173063069777,0.9569423454988042,0.013327556454557965
TCGA-41-3915-01A,0.9671301720908358,0.9748373232486185,0.9135857558733523,0.9628648629876313,0.026977059598012
TCGA-06-5411-01A,0.9651305936606878,0.948940003848346,0.9527287179869338,0.966100013998938,-0.01237977136717383
TCGA-12-5299-01A,0.9720546127801203,0.9686614962749328,0.914668216387132,0.942330282567312,0.02564379236341141
TCGA-12-3650-01A,0.9712265291427873,0.9467914964724714,0.9455434318375407,0.9605507418542112,-0.012315404472375002
TCGA-06-2569-01A,0.8829393072261145,0.9201844096630063,0.8639540348422675,0.8710943052248262,0.04752186056527019
TCGA-06-0644-01A,0.9626538707817552,0.9713899076762796,0.8727612589114936,0.9104712414909906,0.05609445061486651
TCGA-06-0649-01B,0.9711857891991323,0.9544157574400743,0.919936484698714,0.9476056624451454,0.008173111992410331
TCGA-26-5135-01A,0.9698969456555718,0.9526517188424819,0.939235272246782,0.9578222020293804,-0.002999754468096305
TCGA-32-1970-01A,0.9731725256905199,0.935251305767178,0.9237096213281282,0.9597215464422825,-0.01694992538646556
TCGA-06-0190-02A,0.9274457029544431,0.9776712715125098,0.8604509374045946,0.8763430119341841,0.08959138741476913
TCGA-14-0871-01A,0.9299892924800265,0.9373420147919881,0.8933816959903589,0.8914942667008943,0.03238692973489499
TCGA-28-5213-01A,0.9676520419125453,0.9692630746820541,0.8936738711840937,0.9315564706779531,0.03830228009052339
TCGA-06-5410-01A,0.9677406070074475,0.9684002148050113,0.8832613362372563,0.9378565298601647,0.03878072377005515
TCGA-06-0645-01A,0.9697240223077761,0.9735312817113578,0.9219511613688502,0.9424606051622784,0.028819352098389595
TCGA-06-2564-01A,0.9723871747114772,0.9530488081467874,0.9248521795848769,0.9476810275721795,0.0047420141906096
TCGA-06-5413-01A,0.9704938743952113,0.9504124900041776,0.9321194991534233,0.9635318712140659,-0.004969258250055786
TCGA-27-1835-01A,0.975500459210017,0.9290249052363112,0.8817313478641663,0.9330399642830165,-0.001065685216088852
TCGA-28-2509-01A,0.9682686763858003,0.97323963781651,0.8747550015344956,0.9042082383213591,0.05749566573595832
TCGA-06-5408-01A,0.9705793397117914,0.9612897372808875,0.923795160448954,0.9447516334182937,0.014914359421207779
TCGA-06-2570-01A,0.9610608061372067,0.9400280834139948,0.9400221520280584,0.9757902507958089,-0.01892965290636317
TCGA-27-1837-01A,0.9748521627153351,0.9460631640865921,0.9326544692287535,0.9661565825978521,-0.011824574094054796
TCGA-27-1831-01A,0.9711304360148187,0.9660661491153562,0.8880513266777086,0.936614526887807,0.034134052588578156
TCGA-06-5856-01A,0.9719452348879163,0.9578667396828113,0.9247245720439723,0.9501369282319915,0.008931161294851386
TCGA-12-0618-01A,0.9596426575550897,0.9515374544289267,0.9699847832514802,0.9663438318208393,-0.013786303113543008
