sample_id,method,Tumor,Macrophage_Microglia,T_cell,NK_cell,B_cell,Endothelial,Oligodendrocyte,Astrocyte
TCGA-E1-A7YH-01A,nnls,0.7212309181942514,0.03897992364718366,0.0,0.0,0.005239684967704175,0.018236793745406453,0.14723567936304033,0.06907700008241395
TCGA-E1-A7YI-01A,nnls,0.8139068525799168,0.03283581416650721,0.0,0.0,0.0,0.09854584424919598,0.051462151574801114,0.0032493374295789563
TCGA-E1-A7YJ-01A,nnls,0.9584595326545385,0.023391119304876647,0.0,0.0,0.0,0.0,0.005816575252518756,0.012332772788066106
TCGA-E1-A7YK-01A,nnls,0.792106370953337,0.07351977313102737,0.0,0.0,0.0,0.0,0.09536918514595351,0.03900467076968197
TCGA-E1-A7YL-01A,nnls,0.9679531553608968,0.010457450365558792,0.0,0.0,0.0,0.0,0.0,0.02158939427354439
TCGA-E1-A7YM-01A,nnls,0.6794315722681775,0.0072544558284605995,0.0,0.0,0.0,0.0,0.20778588571576442,0.10552808618759746
TCGA-E1-A7YN-01A,nnls,0.9306549786478577,0.04190503900946894,0.0,0.0,0.0,0.0,0.0,0.027439982342673263
TCGA-E1-A7YO-01A,nnls,0.9398210340640673,0.0,0.0,0.0,0.0,0.020390597568273314,0.0,0.039788368367659484
TCGA-E1-A7YQ-01A,nnls,0.9390627715674499,0.04530931241063327,0.0,0.0,0.0,0.0,0.0,0.015627916021916863
TCGA-E1-A7YS-01A,nnls,0.9737592884645482,0.0,0.0,0.0,0.0,0.0,0.018106414468136267,0.008134297067315452
TCGA-E1-A7YU-01A,nnls,0.9062348055119459,0.015349109821072222,0.0,0.0,0.0,0.0004696606097889623,0.04324145506364401,0.034704968993548926
TCGA-E1-A7YV-01A,nnls,0.9236673901158813,0.003408719202526531,0.0,0.0,0.0,0.05218903125643005,0.006109073399063965,0.014625786026098236
TCGA-E1-A7YW-01A,nnls,0.9686002382270867,0.007241598035318161,0.0,0.0,0.0,0.0,0.0,0.02415816373759507
TCGA-E1-A7YY-01A,nnls,0.9261782079527385,0.00844092804163802,0.0,0.0,0.0,0.0,0.009671479375067075,0.05570938463055651
TCGA-E1-A7Z2-01A,nnls,0.9438308063515625,0.0,0.0,0.0,0.0,0.0,0.002960272853371505,0.05320892079506602
TCGA-E1-A7Z3-01A,nnls,0.9415275817159484,0.0043269539454645015,0.0,0.0,0.0,0.0,0.0,0.0541454643385872
TCGA-E1-A7Z4-01A,nnls,0.9792446748562723,0.0,0.0,0.0,0.0,0.0,0.0,0.020755325143727604
TCGA-E1-A7Z6-01A,nnls,0.9668982706277378,0.0,0.0,0.0,0.0,0.0,0.0,0.033101729372262204
TCGA-EZ-7264-01A,nnls,0.9346719025330655,0.0,0.0,0.0,0.0,0.0,0.03884015610751741,0.026487941359417032
TCGA-F6-A8O3-01A,nnls,0.820899307796049,0.00906161327553715,0.0,0.0,0.0792694580864413,0.046906026069083784,0.0,0.04386359477288864
TCGA-F6-A8O4-01A,nnls,0.9132804991469806,0.01006309198346488,0.0,0.0,0.0,0.006068208438068909,0.011271309155040701,0.05931689127644488
TCGA-FG-5962-01B,nnls,0.9632260368359049,0.0,0.0,0.0,0.0,0.0,0.0,0.03677396316409506
TCGA-FG-5963-01A,nnls,0.8248744639788574,0.06324832654314357,0.0,0.0,0.0,0.0,0.0812695937077842,0.030607615770214782
TCGA-FG-5963-02A,nnls,0.672872351024768,0.024902751095672516,0.0,0.0017673553330163929,0.0,0.2585351941013207,0.04192234844522242,0.0
TCGA-FG-5964-01A,nnls,0.9376800131702908,0.01567797621560616,0.0,0.0,0.0,0.0,0.019574982175825012,0.02706702843827808
TCGA-FG-5965-01B,nnls,0.9656292657186797,0.0,0.0,0.0,0.0,0.0,0.0,0.0343707342813203
TCGA-FG-6688-01A,nnls,0.947515140540628,0.005501002350086223,0.0,0.0,0.0,0.0,0.02281482698784381,0.024169030121442028
TCGA-FG-6689-01A,nnls,0.9300268685616027,0.0114109094825288,0.0,0.0,0.0,0.0,0.015480722560750525,0.04308149939511799
