sample,absolute_purity,nnls,svr,cibersortx,cibersortx_smode,elastic_net,bayesian,bayesian_hierarchical,music,bisque,scdc,scdc_ensemble,epic,bayesprism
TCGA-DB-5274-01A,0.83,0.37008081828985495,0.27384115133445225,0.17502029975603275,0.048166445206043525,0.14931636420169583,0.18342015056883748,0.19437289030411176,0.35443216460298727,0.18450327632581384,0.31058150904352344,0.31058150904352344,0.23076856859806394,0.7813463412092282
TCGA-DB-5275-01A,0.9,0.20356972290446174,0.4453760823994337,0.41061719517156,0.04156094725109284,0.17591442187917097,0.12963368541397338,0.12864427652020868,0.702913803693068,0.32545412766865084,0.740140812650588,0.740140812650588,0.10227244249037816,0.46334521541664
TCGA-DB-5276-01A,0.36,0.28709535114341017,0.08827867700801283,0.007019902454448852,0.07767995874645035,0.17118157255462568,0.013188636219866464,3.446297625019784e-09,0.19235782837416476,0.17169275096342287,0.234690214249134,0.234690214249134,0.12884137919358246,0.816548144399359
TCGA-DB-5277-01A,0.88,0.15768488369020775,0.1924977696162928,0.08662032692405411,0.013499239434940238,0.07718003146231699,0.11099338773517789,0.11415380098207556,0.40608600109626936,0.281538865288578,0.441056632629464,0.441056632629464,0.06675766325691132,0.38759812401760446
TCGA-DB-5278-01A,0.78,0.08597924192077422,0.23730351440361966,0.16504215995195562,0.011910684430796438,0.04724636738899913,0.08798436860605167,0.0941654853788257,0.34674454722179554,0.2852107734294231,0.5462496015784053,0.5462496015784053,0.03673270442926943,0.185913538726641
TCGA-DB-5280-01A,0.86,0.21386549314447495,0.12752634267140703,0.1433869501895969,0.03837798889087596,0.07774758520894938,0.1128273755379494,0.12156845497060723,0.42781745225496626,0.3026086012687049,0.5667736874900975,0.5667736874900975,0.09563049370527733,0.6248311871602036
TCGA-DB-5281-01A,0.42,0.17805252332418262,0.2240555258129539,0.1462423705786199,0.03298688769655907,0.08297635567226462,0.09491615432279543,0.10274850881470297,0.4360767839823312,0.2942265945909699,0.4865013773069402,0.4865013773069402,0.08007268453426356,0.49700260331570556
TCGA-DB-A4X9-01A,0.85,0.2501034358630108,0.17383646553871285,0.05876046917181284,0.02714153726192594,0.1064903204660165,0.13296536127848085,0.14737146171250481,0.5171189098966948,0.3101711833555751,0.606428042386874,0.606428042386874,0.10289103624353214,0.8183917819469567
TCGA-DB-A4XA-01A,0.76,0.3068376496683487,0.22944980924772723,0.15975089552832927,0.05954387994557719,0.1262224583262724,0.07496065192718482,0.0770710899988521,0.28607054509634255,0.28085199037975017,0.3988586657107782,0.3988586657107782,0.16917029740000478,0.7465479769016548
TCGA-DB-A4XB-01A,0.91,0.15404726813149627,0.4460595034352617,0.34619155791043055,0.01758167770455437,0.07505499199756197,0.1719641039267029,0.17960855767546713,0.6497516403626805,0.3065008691701041,0.7801516850588854,0.7801516850588854,0.06690832830248196,0.3436678291478035
TCGA-DB-A4XC-01A,0.67,0.24625450429353082,0.31808428667347893,0.27925611544582457,0.02953464338336412,0.10021397595994931,0.11823319741035174,0.13463062898078362,0.5726812441548205,0.28695037484077474,0.6564250076529765,0.6564250076529765,0.11635496300956598,0.7002727561395008
TCGA-DB-A4XD-01A,0.83,0.218067206336272,0.08572674849092847,0.15173626560793013,0.030837542685083565,0.09519524682472542,0.15192437211761475,0.17025689989217227,0.4228956595858627,0.28176544040581775,0.5115223240696195,0.5115223240696195,0.0926453882644633,0.6446140789269468
TCGA-DB-A4XE-01A,0.93,0.31021156580102033,0.3518903555600631,0.31359070902696695,0.03023514140535691,0.12053832949655421,0.18268522405002505,0.20757234637429767,0.6343808458849415,0.315926521435044,0.6259547213129113,0.6259547213129113,0.14195100354554943,0.8554636997091144
TCGA-DB-A4XF-01A,0.84,0.34412508906089756,0.38314480311270305,0.34853081021165866,0.05581173039757486,0.12368576600778286,0.12198029760992495,0.1200262567882433,0.6357822892368817,0.32598284836860103,0.591030402711239,0.591030402711239,0.19585369447911272,0.7958052682138239
TCGA-DB-A4XG-01A,0.93,0.09917625435026374,0.33618436208841845,0.3289791413462704,0.005708524190448305,0.049083226791189975,0.21349773000589226,0.2166392230112745,0.5705799407489726,0.33912539293171884,0.682569318022997,0.682569318022997,0.04218592699399374,0.18612635566802957
TCGA-DB-A4XH-01A,0.85,0.0,0.0074594328121355665,0.0,0.0,0.032982374978815024,0.058019997888426995,0.06187065736596283,0.1574835123538522,0.24042224578959895,0.2039346471977686,0.2039346471977686,3.0724787115426764e-05,0.1334063863712279
TCGA-DB-A64L-01A,0.75,0.17470382669815682,0.2014042001283398,0.0704798822058682,0.016892638293395525,0.11804914560265964,0.1261156776961786,0.13585877370497726,0.3942442016661973,0.2727102129524919,0.5560248344753983,0.5560248344753983,0.07738732180057534,0.2510961616897314
TCGA-DB-A64O-01A,0.52,0.5491352734552271,0.09124209964878927,0.0003651920999752507,0.3088583946598534,0.326939481739138,0.0014739982848845532,1.1729397650103261e-06,0.18741101783779754,0.29543588201092574,0.2895102133295933,0.2895102133295933,0.1803871022871665,0.8982844116864298
TCGA-DB-A64P-01A,0.86,0.10403021471278362,0.2959235405917293,0.1568124446216259,0.028133265953944754,0.05573096867209915,0.07542370209905117,0.07352063863694762,0.31887367881575934,0.2823309233413753,0.39249898721771875,0.39249898721771875,0.045015549980647176,0.21262641741656488
TCGA-DB-A64Q-01A,0.9,0.12594647528663272,0.2494400657699691,0.1606888448006094,0.02445893856245715,0.06590553221590711,0.08364780493459419,0.0872160605317751,0.42406831709694953,0.2937105988520349,0.5995622364787041,0.5995622364787041,0.050815785841498644,0.31662541966200786
TCGA-DB-A64R-01A,0.96,0.08246026495731922,0.4026236383180872,0.2387369593717294,0.0147475231980151,0.04330458179276683,0.17593886358407995,0.19085891073512856,0.5947112156969947,0.33639659949457795,0.6865633604019078,0.6865633604019078,0.037533233606857105,0.171398482176563
TCGA-DB-A64S-01A,0.75,0.23879747180255806,0.16815479855733587,0.06754599971985766,0.06738950006434208,0.0867532481247409,0.04994533600962689,0.0533945932881457,0.19386165007110162,0.22003409525106093,0.32614202558219746,0.32614202558219746,0.1232368105413045,0.6246391095837186
TCGA-DB-A64U-01A,0.78,0.06365041103088066,0.08079442870625808,0.040715158151519985,0.015611200194696563,0.04780632523347227,0.047137766202402356,0.055162546225070594,0.1957245755569143,0.18844541563283695,0.1946697146343546,0.1946697146343546,0.018413334919615863,0.1679633913752539
TCGA-DB-A64V-01A,0.53,0.4469774163349826,0.1000828311098952,0.034910189726252365,0.07840177076190318,0.2321094445411847,0.005530784210329223,7.664711662125323e-15,0.15863777926704056,0.17183818308399493,0.19394451455802425,0.19394451455802425,0.260556669436965,0.909533552245907
TCGA-DB-A64W-01A,0.88,0.2094269963576774,0.19957859632987443,0.23982306373237858,0.003462323302796186,0.10417844514605469,0.25101610210502634,0.26315680793050356,0.5170756948511913,0.322974259779685,0.5486238235763345,0.5486238235763345,0.09191294172908777,0.24004563702414491
TCGA-DB-A64X-01A,0.94,0.20455950912169407,0.29985100310826723,0.19065501057336232,0.0357011995000937,0.09315305246805833,0.07632526699687507,0.08095340940200607,0.3609187971740111,0.3241167958592568,0.5246278536492854,0.5246278536492854,0.0994380256242571,0.48430171664779365
TCGA-DB-A75K-01A,0.83,0.3338984099406225,0.2344927510166983,0.1613288092457998,0.17802474598128235,0.10818650231252935,0.09991411431406991,0.10790862363244903,0.41754973608099727,0.26307899456045997,0.43719102868895166,0.43719102868895166,0.1817124923074122,0.899392581716195
TCGA-DB-A75L-01A,0.83,0.27979785682593217,0.17471705307034835,0.13183583254472422,0.05957477102023638,0.11213661956412915,0.12833246761643335,0.134660488315319,0.5193048910228057,0.3001665696855391,0.5261304762567125,0.5261304762567125,0.11441367995296144,0.75908538891369
TCGA-DB-A75M-01A,0.87,0.3431737434631791,0.2254741837091091,0.057899191951948134,0.11580695342025286,0.1166798581070154,0.03064480745354558,0.02726091420639663,0.5940443686567461,0.313076506723644,0.37085463686643105,0.37085463686643105,0.19047018381157838,0.9491051443611577
TCGA-DB-A75O-01A,0.74,0.44662137841306077,0.2944960601686424,0.07450140392466345,0.14903484356432636,0.13441685855346402,0.0074383825997511735,5.221662079876042e-05,0.4128505364577918,0.3219310436408,0.4465253109051675,0.4465253109051675,0.34182577011955756,1.0
TCGA-DB-A75P-01A,0.82,0.1698755381246844,0.3019504112057399,0.0516961262212746,0.03890623144812941,0.10344113203246813,0.028506215703906716,0.02745875059384164,0.32980073752175504,0.2902354796175716,0.4790198641573374,0.4790198641573374,0.09437178232079045,0.32819515681869343
TCGA-DH-5140-01A,0.88,0.3414647113811384,0.5576128040441046,0.5036112012872848,0.041228735405991486,0.13520036591489978,0.3026352592017666,0.32064318052082924,0.7331778940367296,0.35064597357495486,0.7129834455849581,0.7129834455849581,0.1777902700189307,0.8634210882863441
TCGA-DH-5142-01A,0.86,0.361833121965473,0.4522320466014438,0.23222942498557886,0.044064590774353235,0.12356095987897299,0.11985784088262628,0.12801973595843866,0.7560440223625599,0.252774282542385,0.6291880403568119,0.6291880403568119,0.2004979750378556,0.874165687100761
TCGA-DH-5143-01A,0.44,0.3487743051852301,0.23529585791967556,0.14206234743089238,0.0709321199336478,0.3325819259527065,0.07969466452778601,0.10251832100889635,0.4465000114149072,0.298689395682584,0.5752532256656167,0.5752532256656167,0.17250980164345853,0.9593532419798706
TCGA-DH-5144-01A,0.93,0.1433086934472338,0.405745301462885,0.32413056941867346,0.020004673249755175,0.07042311768578464,0.18751606655639017,0.18791638636594019,0.6044535309792808,0.33135189124964903,0.6644712223107073,0.6644712223107073,0.07451529518644748,0.24879697520563937
TCGA-DH-A669-01A,0.92,0.5379184306712322,0.4149724951256164,0.3923042738477326,0.032684511325110084,0.2861249243351289,0.20326998917883626,0.21524370096206719,0.6645752986482565,0.31887378838091784,0.6054259307277773,0.6054259307277773,0.2987709360613563,0.7771164348258388
TCGA-DH-A669-02A,0.86,0.30931399616419547,0.36279585373247625,0.21238048834671897,0.021528345094973377,0.1243993562649996,0.17010425274207563,0.17905637591924953,0.5210177376911499,0.319097804457643,0.40666388457475133,0.40666388457475133,0.18804765742335108,0.5771097072347817
TCGA-DH-A66B-01A,0.41,0.6994762690220925,0.43657171749478374,0.17041676414502097,0.10334582493784658,0.13030315636343856,0.1102979854273982,0.12891732533641656,0.8205910348957052,0.3100450393846369,0.6992010531226109,0.6992010531226109,0.5096039958464711,0.9956909468118242
TCGA-DH-A66D-01A,0.81,0.3514676344146169,0.3876060275154022,0.34312146011649824,0.0517160625717377,0.11860692895922235,0.13737282886261662,0.13996808522963522,0.5829503311829033,0.307101157518022,0.6501223865606272,0.6501223865606272,0.19966095050894733,0.8134563593334743
TCGA-DH-A66F-01A,0.93,0.15904566029378003,0.24208042970431204,0.13142027883196036,0.1104172635895416,0.09588956960908575,0.022054286185059162,0.02049581139402592,0.2692940182308756,0.29676524477542493,0.33529604314273814,0.33529604314273814,0.08208611278422459,0.42401042580960596
TCGA-DH-A66G-01A,0.35,0.6652967968582728,0.3534760114550673,0.28872615520072503,0.09977982492322701,0.23607514481276792,0.12302481379836573,0.12739438000205858,0.7069311142560788,0.3040123332892199,0.7583474789550112,0.7583474789550112,0.40990673662383936,0.9506487534676237
TCGA-DH-A7UR-01A,0.74,0.12855080647348893,0.10708122647241586,0.049143455099004925,0.0011399358061532582,0.06924478148366162,0.08557799177016139,0.08763104900185716,0.20154646212602934,0.2828274572019663,0.2017948137358731,0.2017948137358731,0.06515732295406533,0.3131308583954737
TCGA-DH-A7US-01A,0.74,0.10321646682029835,0.16313398395719847,0.05155542342906043,0.030530783360145988,0.05303305579797633,0.03807890430239926,0.03752595854100533,0.23486813393169206,0.2528833093035607,0.3109889816535607,0.3109889816535607,0.044567611730180944,0.24415535969506005
TCGA-DH-A7UT-01A,0.7,0.15545115448356714,0.15667263874543516,0.08487747700382711,0.0699263626587468,0.06755293573178116,0.011324903206573197,0.00010052909873994633,0.24981114590173503,0.2601986880932812,0.28448934572334256,0.28448934572334256,0.07233859158644583,0.31423210888101355
