"","B","NK","CD4T","CD8T","Mono","Neutro","Eosino"
"TCGA-06-6390-01",0.145145941505754,0,0.147780087495421,0,0.689467355868007,0,0.0176066151308179
"TCGA-19-5947-01",0,0,0.0624018221266701,0,0.93759817787333,0,0
"TCGA-06-6700-01",0.0136899462191113,0.0771706190155192,0.202938403395828,0,0.540897350406073,0,0.165303680963468
"TCGA-06-6694-01",0.0367075129443647,0.172608353840004,0.136538037697381,0,0.481947385015992,0,0.172198710502258
"TCGA-28-2501-01",0,0.0563925978426582,0.149379668023655,0,0.646659260198305,0,0.147568473935382
"TCGA-28-2510-01",0.0138159230346548,0.155934064165613,0.234949594874669,0,0.452487198866924,0,0.142813219058139
"TCGA-06-6699-01",0.0610566586523959,0.00409311061052859,0.247763497835431,0,0.55371401719628,0,0.133372715705365
"TCGA-19-5959-01",0,0,0.0206584728549208,0,0.80100393218983,0,0.178337594955249
"TCGA-06-1806-01",0.0703305639780158,0.0890043011028544,0.194448401399409,0,0.577873052997186,0,0.0683436805225355
"TCGA-06-0650-01",0.0578410591048471,0.0712696204064046,0.092110557719102,0,0.63784139193682,0,0.140937370832826
"TCGA-76-6661-01",0,0.218319683863295,0.172929430160562,0,0.551537725868109,0,0.057213160108034
"TCGA-19-5960-01",0,0,0.119732022976107,0,0.499326559696267,0,0.380941417327626
"TCGA-74-6581-01",0.00623028989219265,0,0.0115537564671969,0,0.788008044801415,0,0.194207908839195
"TCGA-19-5951-01",0,0.128818369547199,0.0709203180500897,0,0.552162161842366,0,0.248099150560345
"TCGA-74-6575-01",0.0446814190270317,0.154992738320435,0.13709916562369,0,0.566290339830574,0,0.0969363371982695
"TCGA-26-1442-01",0.112407460935543,0.111175191936013,0.228945689313499,0,0.42903905612475,0,0.118432601690194
"TCGA-74-6573-11",0,0.00471572952859924,0.0239097283070394,0,0.730664445968025,0,0.240710096196336
"TCGA-06-5858-01",0,0.00379022544917145,0.184622035158592,0,0.743312851467659,0,0.068274887924577
"TCGA-41-5651-01",0.0492385848136508,0.104377333676742,0,0.202029213923369,0.410624003407082,0,0.233730864179157
"TCGA-76-6192-01",0.0231157563108413,0.135878199131795,0.0837564814117903,0,0.632675110131548,0,0.124574453014026
"TCGA-19-1389-02",0,0.0432603356669553,0.0701428437414171,0,0.886596820591628,0,0
"TCGA-28-6450-01",0.00401829599978197,0.0479132418812,0.112824675711336,0,0.655358946519956,0,0.179884839887726
"TCGA-14-0781-01",0,0.0311493277044079,0.106532318391724,0,0.390636035007167,0.471682318896702,0
"TCGA-32-1979-01",0,0.0928283733957883,0.0257127946881041,0,0.677471602649476,0,0.203987229266631
"TCGA-06-A6S1-01",0.0937274246055595,0.116318729356631,0.107934336242563,0,0.532430939656624,0,0.149588570138623
