"","convergeCode","convergeMessage","RMSE_weighted","Root_mean_squared_geneExpr_weighted","spearmanR","spearmanP","pearsonR","pearsonP","regline_a_x","regline_b","regline_a_x_through0","sum_mRNAProportions"
"304950294",0,"",11121.0254909643,26429.4618697425,0.709165486935489,1.36709739912194e-100,0.856132645186459,3.05663100833712e-188,0.692295478733554,472.664391619886,0.698726212146227,0.999999997678098
"304357557",0,"",12674.0511583046,23000.8074594194,0.70032243733987,4.27918621598603e-97,0.771123620059091,2.26646679348134e-129,0.531978645361604,718.926810518696,0.543359428052025,0.999999999009275
"301287740",0,"",9137.06158369565,17856.1502177969,0.664410605476327,3.94609552934865e-84,0.779217720081104,8.30404809674457e-134,0.6123603722224,595.450942667168,0.627549754927755,0.999998935898726
"301626595",0,"",38186.5596176123,67122.9568135983,0.616000257540499,2.88148066757958e-69,0.923138532109897,1.2710496589101e-271,0.453560154430722,839.385319131202,0.455598301061079,0.999999997185137
"300173640",0,"",15247.1890116921,20135.5927702114,0.665484211280939,1.71699717421778e-84,0.63540754878497,6.60456809223116e-75,0.39487803696808,929.526816175385,0.41457238434257,0.999999994298255
"300173644",1,"",20904.7079403649,26515.4189118254,0.599596011745545,8.48568112753711e-65,0.595387374199712,1.08144765154594e-63,0.35254509931328,994.554319700894,0.365359954505213,0.999999961438562
"300629323",1,"",8649.58179304769,14704.6195974388,0.698052136485295,3.2217432784183e-96,0.787494796802959,1.52704944751365e-138,0.585012345912748,637.460491227903,0.607394029394413,0.999999125702113
"300629356",0,"",9899.52187628932,15562.9928524322,0.731085115991557,7.50666628755168e-110,0.755478802194218,2.70399351838605e-121,0.506431438348281,758.169604615599,0.530077832715647,0.999999850953035
"300629374",0,"",7527.73741750227,13884.4350687295,0.715961602311233,2.28395586410047e-103,0.798787770255996,2.34245759719032e-145,0.646472502203079,543.05235265744,0.668714705528972,0.999999583783073
"300629382",0,"",9382.88766737473,15003.9543198711,0.710996428537307,2.4863276025597e-101,0.751492877970626,2.46992818964695e-119,0.546864494402799,696.060674476243,0.57035020591626,0.999999993486833
"300629401",1,"",8443.94225762909,14273.7326820127,0.68239367544075,2.17467729212651e-90,0.765820295594203,1.45857165715719e-126,0.580046058280964,645.087746673175,0.603576157072597,0.9999981813652
"300629409",0,"",9773.94235312251,15487.6715123173,0.681072842576372,6.49249016823725e-90,0.741423403461623,1.52654580547984e-114,0.541972482083354,703.574653396118,0.563272512725719,0.999999581444226
"300629430",10,"",11034.1893772903,23914.2907963511,0.650626152218133,1.27690173445545e-79,0.865364664385148,6.81047448001178e-197,0.705721126853368,452.037193781277,0.713678432650449,0.999997340004979
"301287572",1,"",13898.426071604,21324.0163310397,0.659577942751391,1.60140798198373e-82,0.735660520417371,6.70364382670547e-112,0.523537416665344,731.892862891825,0.538080013613573,0.999999670407921
"301287584",10,"",7169.69277388977,14904.7203937522,0.740105520511958,6.22628797590588e-114,0.822250811725302,5.13153393382006e-161,0.648919689551549,539.293789924703,0.669278697049023,0.999999946792528
"301287607",1,"",26854.3939333773,55421.3400571049,0.602897770614393,1.12199511018033e-65,0.922228031506216,4.98287729260211e-270,0.544277492421237,700.032756926278,0.546726061633216,0.999998817180245
"301287638",10,"",28926.3352005012,57330.8996881223,0.569670603424822,2.79862362993538e-57,0.921804909500834,2.69963017492695e-269,0.529253477125902,723.112932536706,0.531648268303671,0.999999996207298
"301287704",0,"",9371.55102097421,15627.0276626032,0.717076381345744,7.85857197753779e-104,0.76648482110346,6.54787772973095e-127,0.580591059758544,644.253339368368,0.602258283676259,0.999999983687351
"301287728",10,"",8545.94618421599,15428.5679638623,0.691756417414759,7.88346383353278e-94,0.796071835613823,1.11611676114863e-143,0.635186653922528,560.388879794764,0.65439831172617,0.999999814668918
"301287734",0,"",8295.89643030358,14323.8191880498,0.703888073794818,1.72796294662002e-98,0.767839175167158,1.26940712385858e-127,0.551248802706903,689.325933887003,0.57686754776184,0.999999985667343
"301626603",1,"",39282.2455857238,68625.4389531962,0.598178091859635,2.00865963201822e-64,0.931032628947942,2.54204745719377e-286,0.447117437924813,849.281965174079,0.449087939022757,0.999999997253139
"301626609",0,"",8964.17710818544,15995.1680084731,0.639963564312236,2.73313131987008e-76,0.719163310179419,1.05168378106846e-104,0.496136054103767,773.984521281844,0.517645389841947,0.999999977458246
"302263998",10,"",8309.09327744846,16165.7767747178,0.685738918979339,1.32739370033495e-91,0.796665257330903,4.82224291321579e-144,0.600840548321663,613.14759302379,0.620354903236867,0.999999631380151
"303748195",10,"",8737.79815323062,16529.3384742913,0.696955234495757,8.48661757749478e-96,0.819486450788415,4.7055325990346e-159,0.590305457921461,629.329956013648,0.6096105093564,0.999999259286345
"301287599",10,"",6724.91697914438,15741.4196867192,0.746667865953713,5.20887202893116e-117,0.856716993727492,9.03088912922103e-189,0.718984256914795,431.667087563514,0.734326611456022,0.999999530918642
"303748305",10,"",8198.85673162356,15317.7682467591,0.682643811623563,1.76666352334326e-90,0.805306062313635,1.7176692460634e-149,0.579989793764997,645.176801537795,0.600749749096421,0.999999891566101
"303748315",1,"",8322.2292767334,15113.3072367099,0.700165853332405,4.92148297039788e-97,0.820499827065802,9.06072155567831e-160,0.591229931538401,627.910917470754,0.613067633386311,0.999999938811861
"300173638",10,"",19972.9873670593,23961.6799440263,0.400513585736289,1.77518532468032e-26,0.51459452211633,2.68840504641749e-45,0.296868369444504,1080.07761363775,0.313217218233085,0.99999889592268
"300629352",1,"",8502.48177282396,12889.4172989266,0.677108095454507,1.67231373404705e-88,0.695441761833723,3.20628952173809e-95,0.509679499074166,490.704496494358,0.531636594427206,0.829128126291993
"300629372",1,"",8293.66318938603,12947.6282037896,0.677715745047138,1.01981106146267e-88,0.688354013540964,1.45271528592371e-92,0.498877319569523,535.738002777902,0.521477120223086,0.847642759377937
"300629399",0,"",8562.89520914336,13356.3772174155,0.635937089753064,4.57376872480493e-75,0.695702655264521,2.55123202088385e-95,0.512709151588817,558.525007190587,0.535185471145374,0.876308931269889
"300629407",0,"",8027.64025360302,13740.8380347481,0.640792625549513,1.52207630853681e-76,0.749371030392834,2.63795428348619e-118,0.582402790381988,447.320938849189,0.599168109447601,0.873608721572809
"302262284",10,"",11896.6916971554,20055.5175282731,0.690632831298892,2.07279977831424e-93,0.799259439117774,1.19020502626284e-145,0.636079870066844,559.017032445641,0.647830972487205,0.999999958188957
"301287609",10,"",16310.1419449147,42230.2999788718,0.47458279604818,7.14262907077757e-38,0.915253837452765,1.95605446973153e-258,0.709630206613522,446.033375966777,0.712329122355208,0.999997934367893
"301287640",10,"",7721.08518079999,20410.8366750829,0.64952382128751,2.86215924896517e-79,0.889960911391616,1.72600400943282e-223,0.775402768074071,345.003384307607,0.783422779395611,0.999999971258324
"301626695",10,"",11631.2642063091,16672.7015200034,0.606487144093212,1.21068173397153e-66,0.677686253305127,1.04461612305659e-88,0.483906449120256,792.764838884767,0.507634989900059,0.99999635923424
"301287706",1,"",9236.7525867481,13933.1107740441,0.629875058093854,2.9410513227728e-73,0.665353281772845,1.90074468347289e-84,0.478341944437911,718.148091540793,0.506218077293364,0.945856352030966
"301287730",1,"",9131.15671560785,14366.9227255456,0.639983309372905,2.69534875164087e-76,0.711876016699358,1.09114276011814e-101,0.534058681342981,616.474308935964,0.556982992599586,0.935383456460293
"301626601",1,"",7514.0650946171,13445.6077436268,0.654072486253303,1.00173076559511e-80,0.787059465754859,2.7426601879723e-138,0.646528746342106,498.296636221681,0.667703342974611,0.97091985652242
"302263996",1,"",11881.0501588799,17500.1216247693,0.635306532308856,7.08351756766822e-75,0.698580024737167,2.01823575521996e-96,0.515793213708045,743.777203121737,0.536816458509097,0.999992172940295
"302264004",0,"",7755.40246900627,13529.344426046,0.633044799038957,3.37319162439137e-74,0.762987472502152,4.30345025048983e-125,0.611083475928899,366.730575315493,0.625563747387022,0.849825080459285
"300629325",1,"",8976.11267910765,12890.7408612192,0.64316108789678,2.83026545718199e-77,0.64503331797093,7.40798226691813e-78,0.440388968358675,465.026161106402,0.459764252159047,0.743120999238942
"300629386",1,"",8664.45232281404,14049.5071870355,0.63288387114448,3.76749513886741e-74,0.735300721276884,9.74980503626657e-112,0.553343127666248,410.610774885502,0.567762102415534,0.82065074211671
"301287601",10,"",8552.86564477029,24433.9271954222,0.654275175960459,8.61563062229571e-81,0.918090296216054,5.02307569240668e-263,0.80101574197176,305.656784469231,0.806158228516461,0.999998308661229
"303748307",1,"",7823.36453599563,13928.8294503565,0.679860792078667,1.76239610851015e-89,0.788529568991449,3.77512695072768e-139,0.647511720267655,512.385453624542,0.66773159077954,0.981074650577232
"303748311",0,"",9518.77101361263,15889.5455170191,0.689743291476412,4.4420272424683e-93,0.790156676350269,4.12722613200115e-140,0.564198614744211,669.433688692059,0.585876433634981,0.999999946082741
"303748317",0,"",9448.9481279995,15398.6883161764,0.67562488824649,5.56478228703072e-88,0.776173080192798,4.0716880255056e-132,0.585380777115198,636.890926141257,0.607202707978585,0.999996770033156
