"","convergeCode","convergeMessage","RMSE_weighted","Root_mean_squared_geneExpr_weighted","spearmanR","spearmanP","pearsonR","pearsonP","regline_a_x","regline_b","regline_a_x_through0","sum_mRNAProportions"
"300173630",0,"",13335.0447287996,27674.009144567,0.757916412349578,1.6376233232578e-122,0.854558031141259,7.95250134390381e-187,0.678833875413003,493.342738975911,0.685342668937488,0.999999998486322
"300173636",1,"",9503.52305011731,22414.7305638914,0.657052079394936,1.07969872639729e-81,0.877506208567695,2.64470740487034e-209,0.698080411006239,463.778003987081,0.707094183191575,0.999999891601829
"300629315",10,"",8113.39314339078,18574.6845335097,0.629050705176092,5.14400875220113e-73,0.864553404450123,4.15825540327069e-196,0.643601900413325,547.458614990557,0.657150560448096,0.999997458772178
"300629344",10,"",11588.9581238656,20334.2925695822,0.612877781973414,2.14069971918518e-68,0.810491965480803,6.78760154164122e-153,0.553614153637484,685.692064716421,0.569437614977843,0.999999687767872
"300629350",10,"",14036.8515679554,39808.1154829032,0.565198853506745,3.20018273679224e-56,0.92349401781079,2.99732992593884e-272,0.760292428774497,368.21399395309,0.762786155552233,0.999999738837959
"300629358",1,"",19216.7763891453,46702.2864628586,0.557283471481199,2.18382273427719e-54,0.922947018833035,2.76011946734268e-271,0.648074474355517,540.592170603447,0.650745137068583,0.999999977418362
"300629403",1,"",8028.59159541756,14497.7685060833,0.702029768232549,9.25871943242502e-98,0.784918871387146,4.78692506764186e-137,0.590116008326903,629.619611501083,0.612828911144765,0.999998375414106
"300629424",1,"",8372.88678008038,20857.6082124355,0.726093419694745,1.15724740420648e-107,0.799007963074693,1.70803162202025e-145,0.616006928232824,589.84976902788,0.626400903647337,0.999999127869972
"300629432",0,"",8280.29272409066,13583.9235165037,0.709284911027472,1.22375008878959e-100,0.778322323473662,2.62563899754697e-133,0.524470205796231,730.445913956864,0.550563749465471,0.99999049578215
"301287570",1,"",8375.67278230277,25758.9911123737,0.664434849313905,3.87278334924006e-84,0.920413940680509,6.52803803795488e-267,0.821433220396318,274.295896902287,0.825652038383988,0.999999849279708
"301287582",0,"",7204.06713883193,16735.2150822343,0.733617609396126,5.57824766290489e-111,0.835850100733249,3.41974120507479e-171,0.701707169210509,458.20215093734,0.715882141496806,0.999996769470717
"302262300",10,"",12613.7236515033,36944.3382468155,0.509425575664226,2.78500234345543e-44,0.924835372100852,1.20664099161685e-274,0.775053244689362,345.540042916704,0.777764546869035,0.999999812628135
"301287613",10,"",15790.2664107994,41081.9864827532,0.611483176473294,5.20486943931318e-68,0.920913392678761,9.20437008220368e-268,0.698172817772557,463.635223831015,0.701114913773746,0.999999348486545
"301287630",0,"",12390.27870065,32896.0639040871,0.639711161736431,3.26514068945066e-76,0.896913019016517,3.57902626847193e-232,0.767342547224156,357.384263048546,0.770769799819891,0.999999702468758
"301287636",0,"",11765.1681135224,20627.579934308,0.658983253338901,2.51395655288253e-82,0.794534504500558,9.68914033698994e-143,0.573393043259234,655.310218689805,0.588003264220251,0.999999995626297
"301626681",1,"",14121.2273383599,38749.684068776,0.62302726266854,2.90670926146656e-71,0.916222415263028,5.52337439920613e-260,0.748095962547459,386.948321863214,0.750826119246885,0.999999320080411
"301626685",1,"",10395.5237544667,28132.0120997951,0.637732104912445,1.30929900807336e-75,0.899911315737684,4.12273719167757e-236,0.773308717325493,348.218115617011,0.777777824426182,0.999998710592166
"301626689",0,"",14264.9202099567,37127.1166956214,0.624346588005663,1.2103640509843e-71,0.909485356043794,1.41036389585769e-249,0.716727566507683,435.134305303283,0.720073110185891,0.99999999926012
"301626693",1,"",10692.191227734,22556.7550121523,0.649263026550408,3.4626777194199e-79,0.813429328678297,7.19649837581142e-155,0.652171662582871,534.295974507416,0.661721329637517,0.999998341987199
"301287698",1,"",8688.8918261046,17150.9899256359,0.651454703000835,6.9457375854437e-80,0.810389234225945,7.94603008893803e-153,0.652368450107463,533.995338995839,0.66861398011197,0.999999415793754
"301287708",1,"",13817.0240948876,15211.434507988,0.569241835096464,3.54090944074686e-57,0.355692727934971,7.5353875134451e-21,0.120176905669612,683.178934191847,0.13661688606195,0.564926391828504
"301626597",1,"",15730.828695053,35830.1419191649,0.588651768656888,5.88011362789491e-62,0.837004990557136,4.23647413318406e-172,0.686022151354387,482.300807472913,0.68967028050514,0.999999977019255
"301626605",1,"",10604.2989831682,20323.0817902524,0.628076711303628,9.93648314681396e-73,0.69249826605679,4.15392141644918e-94,0.468449641997831,816.493348684682,0.481721038167363,0.99998681199156
"302264000",1,"",11920.7230511941,18127.6174998721,0.652656332068636,2.86239992672093e-80,0.582081319114278,2.65097097045783e-60,0.331770889962303,1026.43915861417,0.349643774421672,0.999982782220129
"304950286",0,"",9478.43961118885,28839.3397632891,0.673912293945606,2.21070528196379e-87,0.919561366602118,1.79592011130821e-265,0.817746499242439,279.95928877726,0.821219818514357,0.999999996236435
"304950292",0,"",9096.81996350185,24174.5643674099,0.648285193160867,7.06049966950313e-79,0.88736221074528,2.15722861218474e-220,0.760510634048473,367.879208717865,0.766503507419224,0.999999998923803
"304357555",1,"",6602.92921029394,13185.6622123602,0.715497242701257,3.55659439802024e-103,0.824614712511971,1.01137330568393e-162,0.674341528213603,500.242289782573,0.696253174740851,0.999999258862058
"303748303",1,"",8949.41769487124,16764.2611933748,0.711709110836913,1.27601537604837e-101,0.80153317778915,4.43610738481505e-147,0.556244774483382,681.649658342678,0.574762630073349,0.999998702064466
"303748309",0,"",9163.77158673108,18007.3315495652,0.755377856883084,3.03477596029013e-121,0.827188426020068,1.314658743937e-164,0.567561034082998,664.268764494757,0.584050469683897,0.999999999769084
"303748328",0,"",10367.3705733113,20170.094039499,0.723597231393728,1.37869104269684e-106,0.777912482901094,4.43904753944241e-133,0.529881476302234,722.148258134967,0.543340599322153,0.999999992348097
"301287644",0,"",7669.39970168009,11116.3579395236,0.711587555926816,1.42998006565805e-101,0.589715634619177,3.14773037383534e-62,0.376157085957281,632.569859821966,0.405399154622443,0.78796006470138
"300173634",0,"",8348.00675342012,12819.4245071819,0.780387120186961,1.83150638569526e-134,0.660411915218946,8.49348101026022e-83,0.468087335501666,553.024019184728,0.489735729494766,0.828105971990925
"300629309",10,"",7892.38627211113,23991.7219145132,0.777352138831723,9.084554681465e-133,0.906434607095436,3.95436932433229e-245,0.816967701857002,281.155322653143,0.821797059169552,0.999999816904198
"300173646",1,"",8621.64976786441,11939.0158418607,0.7716233849914,1.22114713910362e-129,0.587910710589,9.07471538729202e-62,0.369107298814737,640.081148828134,0.396090431007838,0.785800126701851
"300629348",1,"",8591.53879352621,11890.4668686384,0.762451821848751,8.11775150835048e-125,0.549292190131394,1.3852790169802e-52,0.327282547585945,581.59620581353,0.349402971765718,0.705901677570552
"300629376",0,"",11409.1078393136,14437.789492921,0.726308566316212,9.33520312972935e-108,0.458972311511206,3.12170481500154e-35,0.2331614428093,726.926358268669,0.251080598157819,0.706390502042204
"300629384",0,"",10621.620056837,14860.99865427,0.743666468460838,1.36764150344204e-115,0.574588931458814,1.83719555798985e-58,0.355547479951685,713.087403479772,0.375003484582584,0.819767379617017
"301287568",0,"",8546.3060233325,14048.7019353094,0.774400261514153,3.81817370553805e-131,0.667752638593348,2.92546995903222e-85,0.471759725513011,510.352153636396,0.48956933479581,0.803998977530305
"300629422",0,"",9850.10069672834,15307.765530864,0.745537002558781,1.79400974499663e-116,0.635714616387973,5.33766927827462e-75,0.432242311658477,624.022148186672,0.450271708383646,0.838480730128001
"300629436",0,"",10457.047759438,12635.773268989,0.695919794948316,2.10892492348567e-95,0.485800842785063,7.41993228638962e-40,0.268756235585329,694.964812121841,0.292364461459544,0.721178328276648
"302262290",0,"",8210.80012228173,12268.1420057098,0.733665111561252,5.31126818295802e-111,0.633178789781721,3.07640941629784e-74,0.444721833687861,568.798555774776,0.467796210606961,0.81500969349724
"301287632",10,"",11164.7723435043,35860.6863224352,0.552660303537639,2.44255782155194e-53,0.927475516250022,1.71551936635691e-279,0.842074244351445,242.584461678456,0.844072009832356,0.999996728904116
"301626679",1,"",6612.50966005985,15364.7861763265,0.727919454883905,1.85646307567322e-108,0.828708421217975,9.77596686931224e-166,0.698489014923101,235.172346045866,0.707032226427298,0.85158621219896
"301287692",0,"",8988.77474563438,15631.7583479629,0.745222273948854,2.52808914548013e-116,0.731707440670081,3.97391491976327e-110,0.576696638509008,641.021970718308,0.595326753760678,0.994001941446626
"301287700",0,"",8469.02865067144,12085.7282701281,0.734268238904892,2.84683130301282e-111,0.636581888265275,2.92112703228346e-75,0.450988685028571,689.832420644133,0.479591097637432,0.900069590867903
"301287736",0,"",8333.46122388674,12834.0428274209,0.749226873970729,3.0957971575328e-118,0.688676547182745,1.10400346127473e-92,0.506323814294073,594.297124787661,0.529366832571227,0.893211242530841
"302264006",0,"",9620.62614087404,13610.9079456073,0.735644824495277,6.81417821473844e-112,0.58891165375225,5.04873891521767e-62,0.364541671089608,596.15601333609,0.385710427348669,0.752639235771402
"302264008",0,"",9482.85076829241,12177.239014023,0.72745643735004,2.95676011486896e-108,0.565778741216729,2.33806510498898e-56,0.365027133398751,609.487869191236,0.389767964626084,0.761803736242246
"302264010",0,"",11725.0562143302,14167.2840587271,0.728741666531803,8.1043744600264e-109,0.470518133921753,3.58572762945623e-37,0.251892806584093,786.846602260832,0.273789080171164,0.764129944655894
"303748199",0,"",9560.39929386194,11980.3648294355,0.706323635339046,1.876698949892e-99,0.539227534135226,2.20499594043752e-50,0.328218844527514,647.877492140458,0.355519506932802,0.749987091910952
"304950290",10,"",12309.6624204274,19486.5507211559,0.766246251554466,8.73185120016772e-127,0.700705304331035,3.03871600191013e-97,0.474137013660138,807.758891566356,0.488340333086501,0.999988052069834
"304950296",0,"",8062.56046231157,14001.5269250795,0.765687487610827,1.71121176057769e-126,0.708535436522468,2.45015680713559e-100,0.540152350714357,592.910662936575,0.561304313272662,0.926137192286066
"304357559",1,"",7910.61561753619,14341.8209543238,0.791941076752957,3.56106645329973e-141,0.738362151545236,3.94615847306368e-113,0.58589431904267,636.105927606162,0.607815005082238,0.999999277914282
"303748201",1,"",6656.32120527299,14768.459825641,0.778355269359058,2.51698798665896e-133,0.81654587709837,5.28993521358886e-157,0.690058463618213,476.075005764008,0.706857331843529,0.999983292370583
"301287738",1,"",6868.45944223796,12981.4181510628,0.756717820012175,6.52849547535267e-122,0.714133998057131,1.29865352483001e-102,0.538283769186525,478.519353354977,0.55771478873197,0.849799868220616
"300173642",10,"",15179.7127088521,39060.9310058186,0.550578838227835,7.15537402961178e-53,0.892651549491198,8.86053296295962e-227,0.737748061580077,402.840359858538,0.740521629649966,0.999997135847985
"300629317",1,"",12010.7512115867,26424.4904739009,0.679733455232005,1.95679398195134e-89,0.837852944712168,9.0475901127048e-173,0.629655866341368,568.883084188803,0.637057044298299,0.999998754148279
"300629321",1,"",12589.1313098341,23066.9886428837,0.657178068354181,9.82091760010181e-82,0.787079191390427,2.67092252051018e-138,0.508555509570154,754.905863644678,0.520110858024922,0.999999226802839
"300629346",1,"",17758.2767365181,44246.3301927781,0.596784626864422,4.66504986898164e-64,0.909049802115814,6.22166802278415e-249,0.669147598958582,508.221599691957,0.671904701552249,0.999999860358046
"300629370",0,"",26515.8111212015,54595.6053424727,0.561630424508678,2.17831674576486e-55,0.918022686070948,6.49100037647086e-263,0.552489142638359,687.420671741547,0.554990421815716,0.999999999942105
"300629360",1,"",17661.0077644686,43512.7832317833,0.536092407753726,1.03327287718221e-49,0.891818544427362,9.44459624900243e-226,0.660171490335094,522.009966462132,0.663035211601411,0.99999997850194
"300629405",1,"",32004.8314413872,60671.4288861344,0.57539243767654,1.17224067646832e-58,0.922873150520455,3.72038515264227e-271,0.500886436905151,766.687465081605,0.50315628064757,0.999999976673276
"300629426",10,"",22256.9915273619,49264.3619822056,0.54013371946533,1.40668857485202e-50,0.905590221306073,6.32645086901382e-244,0.599941437536372,614.529063395068,0.602646452267886,0.999999857806561
"300629434",0,"",14746.8273798988,20095.8928272289,0.587748155601452,9.97941074888801e-62,0.619060054613627,3.95020461630713e-70,0.329842187317189,1029.42676060743,0.346506425853845,0.999999008472628
"302262292",0,"",10479.54751802,19247.2931368616,0.6984910019317,2.18402187272175e-96,0.757435355820677,2.85552570112036e-122,0.549350233570242,692.236895225024,0.563865661945365,0.999996452361734
"302262298",1,"",9834.4177903968,21645.397027111,0.698080578619421,3.14165431909663e-96,0.824220468747831,1.95478267745846e-162,0.655558170648722,529.092899143673,0.665525501754451,0.999997647991253
"301287611",1,"",33946.6141501098,62544.0067770919,0.594565518843567,1.76990060076791e-63,0.919693102781703,1.0787114039691e-265,0.484493512116327,791.860871724695,0.48670342786397,0.999994939609103
"301287615",0,"",22948.5480391762,50918.6768706455,0.585710388344936,3.26969745429156e-61,0.923511886813082,2.78686397107205e-272,0.595349764658521,621.582542544712,0.597945632186109,0.99999999985513
"301287634",1,"",42873.7291692831,72172.9807096837,0.642656822983074,4.05435091173569e-77,0.92907183582917,1.63578324861984e-282,0.423946076174156,884.87475005499,0.425806225077502,0.999999538459953
"301626683",0,"",21592.4827752895,48892.7882790744,0.581970450671082,2.82482959149633e-60,0.914354008108674,5.17680315327112e-257,0.613120757068438,594.284549355729,0.615799956000641,0.999999998699019
"301626687",10,"",21908.0217712736,49673.9144567819,0.596250505384966,6.4365312441721e-64,0.921420003595506,1.24525584265092e-268,0.607777122550362,602.491752192563,0.610412300073219,0.999999253227719
"301626599",10,"",20534.0704646097,45066.1108587348,0.553204385841267,1.84198801614592e-53,0.863769983637487,2.35970449766401e-195,0.611720101847805,596.420286404961,0.614723305994788,0.999989708297437
"301626607",10,"",26937.8728850313,54496.2150140665,0.572412049159051,6.16778813850507e-58,0.901720046384001,1.50787764830054e-238,0.537123185933236,711.020769526894,0.539658839279241,0.999997706895242
"302264002",10,"",15459.1093719971,39391.8761918114,0.578529126944167,2.00471731011636e-59,0.884934937941012,1.44006700613551e-217,0.719559504665347,430.783318048632,0.72240628406465,0.999999444715008
"304950288",1,"",12943.6254510002,28145.3759914184,0.708061215457454,3.79725473499555e-100,0.831925965650508,3.66304031912281e-168,0.655131504575813,529.750227992219,0.661438849885131,0.999998902998748
