sample_id,Tumor,Macrophage_Microglia,T_cell,NK_cell,B_cell,Endothelial,Oligodendrocyte,Astrocyte
300173630,0.42133688309149925,0.062303385935149135,0.28312544431587744,0.0,0.07866475257848539,0.08868925280685774,0.0,0.06588028127213119
300173636,0.2297655612311179,0.14094683071091713,0.43127529756542726,0.0,0.05861808777782189,0.08426652749084683,0.0,0.05512769522386896
300629315,0.09864768486529615,0.24389626011067467,0.44510595816801607,0.0,0.04051508464523767,0.08866625913480329,0.0,0.08316875307597223
300629344,0.3047828329346114,0.23769909224339522,0.2013983684300474,0.0,0.13494720386930292,0.08815437576188744,0.0024073298668926394,0.030610796893862795
300629350,0.14836198956232155,0.0949359762913299,0.4743849270919174,0.0,0.09223423029618484,0.09170763286296811,0.0,0.09837524389527814
300629358,0.29933337218491696,0.19662365588663802,0.2101184552702378,0.0,0.08402791498708134,0.10029627671286363,0.0,0.10960032495826232
300629403,0.2544345273962788,0.4956322014816766,0.0812934476214568,0.0,0.06341850978298118,0.09083051018824867,0.005012584534222015,0.009378218995136127
300629424,0.2623827822625865,0.21383877651245464,0.21374008153703766,0.0,0.1161109861390578,0.12256678545914294,0.0,0.07136058808972022
300629432,0.23214400565002016,0.34244775668160937,0.09265736947702193,0.004763121045690811,0.20763341843240596,0.08862360970024381,0.002708172747048376,0.029022546265959577
301287570,0.19499081155324685,0.08303524026746789,0.4239640258560422,0.0,0.10535205000669282,0.1306265864260819,0.0,0.06203128589046829
301287582,0.16348088794196713,0.12389739944885836,0.42960234080903204,0.0,0.1268165444798464,0.11694024998028858,0.0,0.03926257734000754
302262300,0.16267810980995345,0.108762391429554,0.31572706433592956,0.0,0.16180999560385123,0.15107739802644618,0.0,0.09994504079426561
301287613,0.13773259030845264,0.13171737937853317,0.3817500452738452,0.0,0.08093866127052685,0.16009872656926158,0.0,0.10776259719938051
301287630,0.21711685035163694,0.21747321926652471,0.23844456344332687,0.0,0.07523461800582013,0.18142183492312552,0.0,0.07030891400956575
