project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_volume	analytes.concentration	analytes.dna_integrity_number	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_18s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
TCGA-LGG	55c78413-d102-4113-930e-6d842862fe75	TCGA-DU-5851	c1e61d04-2dfe-4bf8-b461-ad418cf535f0	TCGA-DU-5851-10A	c50b7ce5-51e5-4ac8-a5d2-fa076a4eb3b0	TCGA-DU-5851-10A-01	1.9	'--	f71b58e9-9e40-4caa-80dc-a6c919a1eb6a	'--	DNA	'--	0.14	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-DU-5851-10A-01D	'--
TCGA-LGG	618f2aa7-d1b6-430d-a157-d3d956edefbe	TCGA-HT-A5R5	262d5cd7-a277-4f9b-9915-ab229d7dcad7	TCGA-HT-A5R5-10A	fda340d3-ef6b-49eb-8f5d-9f80a11acd88	TCGA-HT-A5R5-10A-01	'--	'--	452cb87b-e602-4e03-b743-a395d04d2823	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HT-A5R5-10A-01W	'--
TCGA-LGG	618f2aa7-d1b6-430d-a157-d3d956edefbe	TCGA-HT-A5R5	262d5cd7-a277-4f9b-9915-ab229d7dcad7	TCGA-HT-A5R5-10A	fda340d3-ef6b-49eb-8f5d-9f80a11acd88	TCGA-HT-A5R5-10A-01	'--	'--	c3e210a3-0336-4707-bfbb-7cafb37f4636	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A5R5-10A-01D	'--
TCGA-LGG	618f2aa7-d1b6-430d-a157-d3d956edefbe	TCGA-HT-A5R5	e2f412cd-bb4f-4185-8f81-fa3fb49c005d	TCGA-HT-A5R5-01A	18b5c6d8-7c46-4775-9b19-43cbe56ec45a	TCGA-HT-A5R5-01A-11	'--	'--	5903cb27-36fa-4fdc-b9dd-0984b52f8956	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A5R5-01A-11D	'--
TCGA-LGG	618f2aa7-d1b6-430d-a157-d3d956edefbe	TCGA-HT-A5R5	e2f412cd-bb4f-4185-8f81-fa3fb49c005d	TCGA-HT-A5R5-01A	18b5c6d8-7c46-4775-9b19-43cbe56ec45a	TCGA-HT-A5R5-01A-11	'--	'--	5ce4f9ce-c280-429f-b6a2-bade5a176b3c	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HT-A5R5-01A-11W	'--
TCGA-LGG	618f2aa7-d1b6-430d-a157-d3d956edefbe	TCGA-HT-A5R5	e2f412cd-bb4f-4185-8f81-fa3fb49c005d	TCGA-HT-A5R5-01A	18b5c6d8-7c46-4775-9b19-43cbe56ec45a	TCGA-HT-A5R5-01A-11	1.94	'--	c02bcd5f-233f-44f5-bd65-89a48a8ea5af	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.54	8.4	UV Spec	released	TCGA-HT-A5R5-01A-11R	'--
TCGA-LGG	618f2aa7-d1b6-430d-a157-d3d956edefbe	TCGA-HT-A5R5	e2f412cd-bb4f-4185-8f81-fa3fb49c005d	TCGA-HT-A5R5-01A	c13e9aed-e3ce-4e1d-815d-c8101656e2cb	TCGA-HT-A5R5-01A-41	'--	'--	3ac8e85b-aacd-4f6a-a2e0-1b4b804a9396	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A5R5-01A-41D	'--
TCGA-LGG	a1192df3-7667-4d1e-a1a0-79f6cc827dcf	TCGA-S9-A6WG	623983b8-9f26-4952-9c03-72c171c5e355	TCGA-S9-A6WG-01A	05d64ed6-db26-458e-bc89-935be2277ae4	TCGA-S9-A6WG-01A-12	'--	'--	f31a305b-f86b-4689-8896-afd8af3bd00e	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-S9-A6WG-01A-12D	'--
TCGA-LGG	a1192df3-7667-4d1e-a1a0-79f6cc827dcf	TCGA-S9-A6WG	623983b8-9f26-4952-9c03-72c171c5e355	TCGA-S9-A6WG-01A	a85cfa22-29c0-41bf-a7a8-9776ea4feb8d	TCGA-S9-A6WG-01A-11	1.85	'--	3741482e-e08a-4bb4-a3ec-581a3a891cb4	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.3	7.2	UV Spec	released	TCGA-S9-A6WG-01A-11R	'--
TCGA-LGG	a1192df3-7667-4d1e-a1a0-79f6cc827dcf	TCGA-S9-A6WG	623983b8-9f26-4952-9c03-72c171c5e355	TCGA-S9-A6WG-01A	a85cfa22-29c0-41bf-a7a8-9776ea4feb8d	TCGA-S9-A6WG-01A-11	'--	'--	8f469c5a-9db3-4863-aabe-3f85b52d209b	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A6WG-01A-11W	'--
TCGA-LGG	a1192df3-7667-4d1e-a1a0-79f6cc827dcf	TCGA-S9-A6WG	623983b8-9f26-4952-9c03-72c171c5e355	TCGA-S9-A6WG-01A	a85cfa22-29c0-41bf-a7a8-9776ea4feb8d	TCGA-S9-A6WG-01A-11	'--	'--	edb2be44-e108-4375-9d67-f5e7f0461651	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-S9-A6WG-01A-11D	'--
TCGA-LGG	a1192df3-7667-4d1e-a1a0-79f6cc827dcf	TCGA-S9-A6WG	ae57b6e2-2a13-4f06-86cd-1d43d45f179d	TCGA-S9-A6WG-10A	0040ae78-ed8d-4ac1-85ca-f396fecff973	TCGA-S9-A6WG-10A-01	'--	'--	7435ca8e-df64-40e1-aa38-22ebe01e6aba	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A6WG-10A-01W	'--
TCGA-LGG	a1192df3-7667-4d1e-a1a0-79f6cc827dcf	TCGA-S9-A6WG	ae57b6e2-2a13-4f06-86cd-1d43d45f179d	TCGA-S9-A6WG-10A	0040ae78-ed8d-4ac1-85ca-f396fecff973	TCGA-S9-A6WG-10A-01	'--	'--	9099ad14-a8cf-4c0c-96dd-39d989c90019	'--	DNA	'--	0.17	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-S9-A6WG-10A-01D	'--
TCGA-LGG	3ac41cc6-5dfb-40a1-bd13-5dc7ca2bb6f3	TCGA-E1-A7Z3	32f94f69-8bc8-4e8a-aa99-476fc0ebd907	TCGA-E1-A7Z3-01A	128b1248-20d7-4023-8d17-2c2e2cfac88e	TCGA-E1-A7Z3-01A-11	1.92	'--	3cb5a5cf-1751-4e6b-966a-baaad04561fa	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.45	7.3	UV Spec	released	TCGA-E1-A7Z3-01A-11R	'--
TCGA-LGG	3ac41cc6-5dfb-40a1-bd13-5dc7ca2bb6f3	TCGA-E1-A7Z3	32f94f69-8bc8-4e8a-aa99-476fc0ebd907	TCGA-E1-A7Z3-01A	128b1248-20d7-4023-8d17-2c2e2cfac88e	TCGA-E1-A7Z3-01A-11	'--	'--	56089afe-eee9-4875-954b-a402ed30b936	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-E1-A7Z3-01A-11W	'--
TCGA-LGG	3ac41cc6-5dfb-40a1-bd13-5dc7ca2bb6f3	TCGA-E1-A7Z3	32f94f69-8bc8-4e8a-aa99-476fc0ebd907	TCGA-E1-A7Z3-01A	128b1248-20d7-4023-8d17-2c2e2cfac88e	TCGA-E1-A7Z3-01A-11	'--	'--	67093ff9-2a0b-4790-9c80-7d23c0be8485	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-E1-A7Z3-01A-11D	'--
TCGA-LGG	3ac41cc6-5dfb-40a1-bd13-5dc7ca2bb6f3	TCGA-E1-A7Z3	9f9f7837-44e3-427c-aec9-bcf7feadcf1c	TCGA-E1-A7Z3-10A	bc3b747e-95bc-4d16-bc41-028cf1ed545c	TCGA-E1-A7Z3-10A-01	'--	'--	21ac61b2-55e7-47de-a2d0-abe2f12b6a8e	'--	DNA	'--	0.14	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-E1-A7Z3-10A-01D	'--
TCGA-LGG	3ac41cc6-5dfb-40a1-bd13-5dc7ca2bb6f3	TCGA-E1-A7Z3	9f9f7837-44e3-427c-aec9-bcf7feadcf1c	TCGA-E1-A7Z3-10A	bc3b747e-95bc-4d16-bc41-028cf1ed545c	TCGA-E1-A7Z3-10A-01	'--	'--	c38b5ccf-cdcd-4be9-9f24-e20fd3c44e16	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-E1-A7Z3-10A-01W	'--
TCGA-LGG	33bedfb7-33fb-479d-b997-50c3284c0ac9	TCGA-S9-A7J1	7a97e153-4582-49f0-b127-829d0596c839	TCGA-S9-A7J1-01A	093ea56a-73c1-4652-afb0-ce8cc0b154b2	TCGA-S9-A7J1-01A-21	'--	'--	7b1e7984-1ed5-4d6e-8180-83fdb8dc0791	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7J1-01A-21D	'--
TCGA-LGG	33bedfb7-33fb-479d-b997-50c3284c0ac9	TCGA-S9-A7J1	7a97e153-4582-49f0-b127-829d0596c839	TCGA-S9-A7J1-01A	093ea56a-73c1-4652-afb0-ce8cc0b154b2	TCGA-S9-A7J1-01A-21	'--	'--	85c38c31-6a1b-4119-b594-26c05d20256f	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7J1-01A-21W	'--
TCGA-LGG	33bedfb7-33fb-479d-b997-50c3284c0ac9	TCGA-S9-A7J1	7a97e153-4582-49f0-b127-829d0596c839	TCGA-S9-A7J1-01A	093ea56a-73c1-4652-afb0-ce8cc0b154b2	TCGA-S9-A7J1-01A-21	1.89	'--	fbf2c086-054d-4ec0-95af-0d88df8a3f34	'--	RNA	'--	0.18	'--	mirVana (Allprep DNA) RNA	Yes	1.49	8.7	UV Spec	released	TCGA-S9-A7J1-01A-21R	'--
TCGA-LGG	33bedfb7-33fb-479d-b997-50c3284c0ac9	TCGA-S9-A7J1	a8293d3e-f994-4317-a6cb-10ca4dddfc9d	TCGA-S9-A7J1-10A	ef37acd1-5e77-44c5-8b09-213aa3984176	TCGA-S9-A7J1-10A-01	'--	'--	2a75d6d1-f30c-4023-aa5f-ea352fe6120b	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7J1-10A-01D	'--
TCGA-LGG	33bedfb7-33fb-479d-b997-50c3284c0ac9	TCGA-S9-A7J1	a8293d3e-f994-4317-a6cb-10ca4dddfc9d	TCGA-S9-A7J1-10A	ef37acd1-5e77-44c5-8b09-213aa3984176	TCGA-S9-A7J1-10A-01	'--	'--	c380594a-7b06-4455-a2c4-7eebb6b1e1f8	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7J1-10A-01W	'--
TCGA-LGG	b19dcbc2-b0d4-4759-9213-1a5b99df7e76	TCGA-TQ-A7RU	653a8e06-0ce1-43c0-b624-4ff2721b2e0b	TCGA-TQ-A7RU-01A	37575098-919d-45fe-9ce1-303990d35e03	TCGA-TQ-A7RU-01A-21	'--	'--	5e8991ef-9e75-45dc-9d4e-83cc5ebe38c2	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-TQ-A7RU-01A-21D	'--
TCGA-LGG	b19dcbc2-b0d4-4759-9213-1a5b99df7e76	TCGA-TQ-A7RU	653a8e06-0ce1-43c0-b624-4ff2721b2e0b	TCGA-TQ-A7RU-01A	37575098-919d-45fe-9ce1-303990d35e03	TCGA-TQ-A7RU-01A-21	1.87	'--	7d2aba2b-b07f-40e4-8d83-381d22aeab77	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.16	8.5	UV Spec	released	TCGA-TQ-A7RU-01A-21R	'--
TCGA-LGG	b19dcbc2-b0d4-4759-9213-1a5b99df7e76	TCGA-TQ-A7RU	653a8e06-0ce1-43c0-b624-4ff2721b2e0b	TCGA-TQ-A7RU-01A	37575098-919d-45fe-9ce1-303990d35e03	TCGA-TQ-A7RU-01A-21	'--	'--	fccb9539-8f58-455d-8708-11bbcd6f2692	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-TQ-A7RU-01A-21W	'--
TCGA-LGG	b19dcbc2-b0d4-4759-9213-1a5b99df7e76	TCGA-TQ-A7RU	efaf0f0a-327a-4335-8e9b-5203e60ed286	TCGA-TQ-A7RU-10A	b639950e-91b9-48ce-9304-756108de3925	TCGA-TQ-A7RU-10A-01	'--	'--	04e4483f-889d-466a-a759-bbb300c1da2f	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-TQ-A7RU-10A-01D	'--
TCGA-LGG	b19dcbc2-b0d4-4759-9213-1a5b99df7e76	TCGA-TQ-A7RU	efaf0f0a-327a-4335-8e9b-5203e60ed286	TCGA-TQ-A7RU-10A	b639950e-91b9-48ce-9304-756108de3925	TCGA-TQ-A7RU-10A-01	'--	'--	cd8b879a-43ab-428b-82f7-330c6aec6d9b	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-TQ-A7RU-10A-01W	'--
TCGA-LGG	4797c600-f024-42fe-b287-d919b24dcb79	TCGA-DB-5280	b21973cb-382f-4b36-bad8-973286c32fa8	TCGA-DB-5280-10A	d01c6dc1-1ec1-421d-80c9-82c70c0cb867	TCGA-DB-5280-10A-01	'--	'--	77df96de-dce0-4582-b09f-d4d65db6552e	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-DB-5280-10A-01W	'--
TCGA-LGG	4797c600-f024-42fe-b287-d919b24dcb79	TCGA-DB-5280	b21973cb-382f-4b36-bad8-973286c32fa8	TCGA-DB-5280-10A	d01c6dc1-1ec1-421d-80c9-82c70c0cb867	TCGA-DB-5280-10A-01	1.9	'--	f0e2e3d8-f2c1-47d1-a498-f8806a69e049	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-DB-5280-10A-01D	'--
TCGA-LGG	4797c600-f024-42fe-b287-d919b24dcb79	TCGA-DB-5280	d9b929fd-335c-46b1-b60d-b846c372aa6a	TCGA-DB-5280-01A	35de04d3-eade-480e-8452-0e84016429dc	TCGA-DB-5280-01A-01	1.8	'--	0ecfa633-edad-4a68-bf92-e05a36d702c6	'--	RNA	'--	0.14	'--	mirVana (Allprep DNA) RNA	Yes	1.7	8.8	UV Spec	released	TCGA-DB-5280-01A-01R	'--
TCGA-LGG	4797c600-f024-42fe-b287-d919b24dcb79	TCGA-DB-5280	d9b929fd-335c-46b1-b60d-b846c372aa6a	TCGA-DB-5280-01A	35de04d3-eade-480e-8452-0e84016429dc	TCGA-DB-5280-01A-01	1.9	'--	a1bfebbf-cded-4689-8b62-b47e4ffa821f	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-DB-5280-01A-01D	'--
TCGA-LGG	4797c600-f024-42fe-b287-d919b24dcb79	TCGA-DB-5280	d9b929fd-335c-46b1-b60d-b846c372aa6a	TCGA-DB-5280-01A	35de04d3-eade-480e-8452-0e84016429dc	TCGA-DB-5280-01A-01	'--	'--	a44911c6-9f10-42c7-993f-1cafdeb9a87e	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-DB-5280-01A-01W	'--
TCGA-LGG	194e8231-e8d4-477f-8c62-e11f2484ecce	TCGA-S9-A7J2	19d8fe62-e60c-4977-82a1-f34577d566bb	TCGA-S9-A7J2-10A	f746ae40-ecf0-45e2-9034-9f4b4ce86a61	TCGA-S9-A7J2-10A-01	'--	'--	6079e6f6-b7e6-4b95-a178-c4ceba905656	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7J2-10A-01D	'--
TCGA-LGG	194e8231-e8d4-477f-8c62-e11f2484ecce	TCGA-S9-A7J2	19d8fe62-e60c-4977-82a1-f34577d566bb	TCGA-S9-A7J2-10A	f746ae40-ecf0-45e2-9034-9f4b4ce86a61	TCGA-S9-A7J2-10A-01	'--	'--	e4d8f68a-54f2-490c-b323-a46414c12c9b	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7J2-10A-01W	'--
TCGA-LGG	194e8231-e8d4-477f-8c62-e11f2484ecce	TCGA-S9-A7J2	abd56cd9-8545-4874-91b4-c77834f3e3df	TCGA-S9-A7J2-01A	572b3487-3d39-44b4-bad3-a6172a28f5bd	TCGA-S9-A7J2-01A-11	'--	'--	463f1f33-8a0f-4c17-bbf7-026a0191a8f8	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7J2-01A-11W	'--
TCGA-LGG	194e8231-e8d4-477f-8c62-e11f2484ecce	TCGA-S9-A7J2	abd56cd9-8545-4874-91b4-c77834f3e3df	TCGA-S9-A7J2-01A	572b3487-3d39-44b4-bad3-a6172a28f5bd	TCGA-S9-A7J2-01A-11	'--	'--	5ed0cf8f-7bc5-4da6-8b69-73f5d9577356	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7J2-01A-11D	'--
TCGA-LGG	194e8231-e8d4-477f-8c62-e11f2484ecce	TCGA-S9-A7J2	abd56cd9-8545-4874-91b4-c77834f3e3df	TCGA-S9-A7J2-01A	572b3487-3d39-44b4-bad3-a6172a28f5bd	TCGA-S9-A7J2-01A-11	1.98	'--	c296c673-eff1-433f-a2c6-f7dd30d53631	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.4	8.1	UV Spec	released	TCGA-S9-A7J2-01A-11R	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	721a95b0-c450-46a9-8544-97964dbc408a	TCGA-FG-5962-10A	217478ff-7a11-4dd6-9ef6-da35f4236cca	TCGA-FG-5962-10A-01	1.9	'--	55f49db5-9437-4433-a451-4e48126f7df8	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-FG-5962-10A-01D	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	721a95b0-c450-46a9-8544-97964dbc408a	TCGA-FG-5962-10A	217478ff-7a11-4dd6-9ef6-da35f4236cca	TCGA-FG-5962-10A-01	'--	'--	eeb70abc-09fe-4df5-900f-e04eb1a110fc	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-5962-10A-01W	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	86c429b0-bf15-40ab-b9bc-65b8263e0081	TCGA-FG-5962-01B	4f6da8b2-84ea-46de-a5b0-e3f1c6262f96	TCGA-FG-5962-01B-11	1.7	'--	3ae83809-da95-46fe-bc07-7e8767867bc4	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.4	8.2	UV Spec	released	TCGA-FG-5962-01B-11R	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	86c429b0-bf15-40ab-b9bc-65b8263e0081	TCGA-FG-5962-01B	4f6da8b2-84ea-46de-a5b0-e3f1c6262f96	TCGA-FG-5962-01B-11	1.9	'--	af59c0fa-570d-43ea-8c95-efc055338f3f	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-FG-5962-01B-11D	'--
TCGA-LGG	e09f93e1-1649-48fa-9e2e-d13ac6d50b97	TCGA-FG-5962	86c429b0-bf15-40ab-b9bc-65b8263e0081	TCGA-FG-5962-01B	4f6da8b2-84ea-46de-a5b0-e3f1c6262f96	TCGA-FG-5962-01B-11	'--	'--	f01a6eb4-a4f2-4f43-ace0-e6e578dde625	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-5962-01B-11W	'--
TCGA-LGG	cb598780-9e42-4167-b487-eec90ad4f36f	TCGA-DU-7011	60526a24-f266-4355-a37f-86a7b8adf0b1	TCGA-DU-7011-01A	2da17cc6-46f7-4623-80c6-bf2d1bc0cbc2	TCGA-DU-7011-01A-31	'--	'--	f04e3f59-a50e-41d1-b677-2dc79c3cba8e	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DU-7011-01A-31D	'--
TCGA-LGG	cb598780-9e42-4167-b487-eec90ad4f36f	TCGA-DU-7011	60526a24-f266-4355-a37f-86a7b8adf0b1	TCGA-DU-7011-01A	abdbe23f-34b2-4e72-ad1c-26f39f1a132d	TCGA-DU-7011-01A-11	1.7	'--	3bc220e5-a5dc-449e-b6e4-11bad1c7c6c5	'--	RNA	'--	0.14	'--	mirVana (Allprep DNA) RNA	Yes	1.53	7.7	UV Spec	released	TCGA-DU-7011-01A-11R	'--
TCGA-LGG	cb598780-9e42-4167-b487-eec90ad4f36f	TCGA-DU-7011	60526a24-f266-4355-a37f-86a7b8adf0b1	TCGA-DU-7011-01A	abdbe23f-34b2-4e72-ad1c-26f39f1a132d	TCGA-DU-7011-01A-11	'--	'--	3eff6639-06e7-404b-9214-a376a1a61b63	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DU-7011-01A-11D	'--
TCGA-LGG	cb598780-9e42-4167-b487-eec90ad4f36f	TCGA-DU-7011	bf1627b9-037b-4815-b2ca-a30767cfaf08	TCGA-DU-7011-10A	61fc4b41-f10f-4bbe-8377-1f5b53fbb0e3	TCGA-DU-7011-10A-01	'--	'--	f0d483de-a2b2-4372-ab56-8632feaa0d37	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DU-7011-10A-01D	'--
TCGA-LGG	5a2d3bfa-4bdd-417d-9796-e3699760114c	TCGA-HT-A5RA	cd11e820-890f-42d2-81d8-cc7508725782	TCGA-HT-A5RA-01A	d7049cd6-f4bd-40eb-8e62-d015f8295748	TCGA-HT-A5RA-01A-11	'--	'--	07f442f9-3d06-4896-ba70-bcaf2a91e58e	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A5RA-01A-11D	'--
TCGA-LGG	5a2d3bfa-4bdd-417d-9796-e3699760114c	TCGA-HT-A5RA	cd11e820-890f-42d2-81d8-cc7508725782	TCGA-HT-A5RA-01A	d7049cd6-f4bd-40eb-8e62-d015f8295748	TCGA-HT-A5RA-01A-11	1.94	'--	3f7ec20e-6229-4a8f-9617-8602249e3309	'--	RNA	'--	0.18	'--	mirVana (Allprep DNA) RNA	Yes	1.72	9.4	UV Spec	released	TCGA-HT-A5RA-01A-11R	'--
TCGA-LGG	5a2d3bfa-4bdd-417d-9796-e3699760114c	TCGA-HT-A5RA	cd11e820-890f-42d2-81d8-cc7508725782	TCGA-HT-A5RA-01A	d7049cd6-f4bd-40eb-8e62-d015f8295748	TCGA-HT-A5RA-01A-11	'--	'--	bdbc777b-fd42-45e8-9edd-01c60934994b	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HT-A5RA-01A-11W	'--
TCGA-LGG	5a2d3bfa-4bdd-417d-9796-e3699760114c	TCGA-HT-A5RA	f4d17204-061c-4444-a6ed-6815242dd531	TCGA-HT-A5RA-10A	63691a4e-a7d2-4646-8371-9122dc428858	TCGA-HT-A5RA-10A-01	'--	'--	26fd7ee8-a314-4731-8659-259053ab69b8	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HT-A5RA-10A-01W	'--
TCGA-LGG	5a2d3bfa-4bdd-417d-9796-e3699760114c	TCGA-HT-A5RA	f4d17204-061c-4444-a6ed-6815242dd531	TCGA-HT-A5RA-10A	63691a4e-a7d2-4646-8371-9122dc428858	TCGA-HT-A5RA-10A-01	'--	'--	a1fa2298-b63c-4194-a89e-935db1db88f6	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A5RA-10A-01D	'--
TCGA-LGG	0557b788-5aed-4919-85eb-a503ad893d75	TCGA-P5-A5F4	25248d8c-d9ba-4019-a971-d63686fc06b3	TCGA-P5-A5F4-10A	555868fb-fa9f-4d67-8753-f85958329623	TCGA-P5-A5F4-10A-01	'--	'--	3d43c116-6554-4346-950b-9daa0b7d910a	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-P5-A5F4-10A-01D	'--
TCGA-LGG	0557b788-5aed-4919-85eb-a503ad893d75	TCGA-P5-A5F4	25248d8c-d9ba-4019-a971-d63686fc06b3	TCGA-P5-A5F4-10A	555868fb-fa9f-4d67-8753-f85958329623	TCGA-P5-A5F4-10A-01	'--	'--	d33164f2-cb80-40ab-bf17-ba37aacc08ff	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-P5-A5F4-10A-01W	'--
TCGA-LGG	0557b788-5aed-4919-85eb-a503ad893d75	TCGA-P5-A5F4	9c174af7-ea73-413f-ab7d-b3bba7f4ac6c	TCGA-P5-A5F4-01A	f67099c0-4f6f-45a2-82d7-b710130ae4e7	TCGA-P5-A5F4-01A-11	'--	'--	318026e1-1f91-425b-a0fe-6122954a2492	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-P5-A5F4-01A-11D	'--
TCGA-LGG	0557b788-5aed-4919-85eb-a503ad893d75	TCGA-P5-A5F4	9c174af7-ea73-413f-ab7d-b3bba7f4ac6c	TCGA-P5-A5F4-01A	f67099c0-4f6f-45a2-82d7-b710130ae4e7	TCGA-P5-A5F4-01A-11	1.81	'--	75874f41-e1cd-48ac-a1cd-d47297b3a52b	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.33	7.6	UV Spec	released	TCGA-P5-A5F4-01A-11R	'--
