sample_id,Tumor,Macrophage_Microglia,T_cell,NK_cell,B_cell,Endothelial,Oligodendrocyte,Astrocyte
300173630,0.5337903616158546,0.25467479899123074,0.0,0.0,0.0,0.0,0.20385256531490778,0.007682274078006792
300173636,0.7469692731991296,0.10840965840490298,0.0,0.0,0.0,0.09214814260091596,0.05247292579505139,0.0
300629315,0.5972771602741368,0.1813585040235839,0.0,0.0,0.0,0.09872788258607824,0.021206890679544187,0.10142956243665695
300629344,0.8298240309303929,0.060005588799785986,0.0,0.0,0.0,0.09488346654696157,0.015286913722859598,0.0
300629350,0.5654445329084745,0.25157395488676126,0.0,0.0,0.0,0.13831923997927315,0.04466227222549114,0.0
300629358,0.6763907994458304,0.2734063761529501,0.0,0.0,0.0,0.03373148596476271,0.008762112407988304,0.007709226028468404
300629403,0.8673276761366328,0.032196549110902396,0.0,0.0,0.0,0.024950584578541393,0.011226477433699799,0.06429871274022358
300629424,0.75591585621207,0.203651995938695,0.0,0.0,0.0,0.017600226612827202,0.011223325494678,0.0116085957417297
300629432,0.8280223224032668,0.02315635138178679,0.0,0.0,0.0,0.14177801851225397,0.0012667854218044996,0.0057765222808880985
301287570,0.6797218551330023,0.1778576746406728,0.0,0.0,0.0,0.054162500436092845,0.088257969790232,0.0
301287582,0.8291464763632321,0.10103989035355,0.0,0.0,0.0,0.0432234914080836,0.026590141875134202,0.0
302262300,0.7249454933349794,0.20005547836502505,0.0,0.0,0.0,0.02924600711904791,0.04575302118094771,0.0
301287613,0.5545255293124938,0.2610680415096469,0.0,0.0,0.0,0.12738749156691195,0.035582165134494886,0.02143677247645249
301287630,0.7809694237222923,0.16405583466617407,0.0,0.0,0.0,0.017272256930380307,0.010702670972372205,0.02699981370878111
301287636,0.5146555603723022,0.08074184744989535,0.0,0.0,0.0,0.12571293302204706,0.09274369536833434,0.18614596378742107
301626681,0.5598769690693299,0.16579248112071998,0.0,0.0,0.0,0.0,0.24257771590530994,0.031752833904640294
301626685,0.6538061907952427,0.10223166264378995,0.0,0.0,0.0,0.07098104880379637,0.17298109775717094,0.0
301626689,0.49779292813500553,0.14635944961029115,0.0,0.0,0.0,0.09338991175563961,0.2422443262627563,0.020213384236307225
301626693,0.737239029322857,0.131328517856765,0.0,0.0,0.0,0.0,0.131432452820378,0.0
301287698,0.8698422501259928,0.04998266952321058,0.0,0.0,0.0,0.058655820025719174,0.02151926032507749,0.0
301287708,0.9291512860270648,0.0,0.0,0.0,0.0,0.0,0.0708487139729352,0.0
301626597,0.6772090705595386,0.26144832014660324,0.0,0.0,0.0,0.03803253672370953,0.003858435730445603,0.019451636839703117
301626605,0.709097314611255,0.191199596878439,0.0,0.0,0.0,0.0997030885103061,0.0,0.0
302264000,0.7410317122392092,0.14904109966786502,0.0,0.0,0.0,0.07603191496159681,0.004845695810959401,0.029049577320369606
304950286,0.7518306118971193,0.1650068917818951,0.0,0.0,0.0,0.0036622424038669017,0.07950025391711874,0.0
304950292,0.7887792138249995,0.09530657855158746,0.0,0.0,0.0,0.0,0.11591420762341306,0.0
304357555,0.742852639603803,0.043958657363283,0.0,0.0,0.0,0.103073488942125,0.0899575750047013,0.020157639086087704
303748303,0.7801415851212582,0.13419077150005204,0.0,0.0,0.0,0.022086575931213707,0.0037262485076805015,0.05985481893979553
303748309,0.8319251753346493,0.06913248641075653,0.0,0.0,0.0,0.003151759764589101,0.07459985338286362,0.02119072510714141
303748328,0.8574760060655647,0.08484176102872489,0.0,0.0,0.0,0.005468208256954099,0.018721157772097097,0.033492866876659096
301287644,0.14513614564256005,0.14628520674998746,0.0408904892913415,0.0,0.0,0.6672725405151866,0.0,0.00041561780092442424
300173634,0.10786811190588226,0.12950615164832316,0.004061071184961682,0.0,0.0,0.7487831553732373,0.00978150988759569,0.0
300629309,0.2307718356483781,0.19107510691450408,0.0,0.0,0.0,0.5767761547580503,0.001259451626271701,0.00011745105279580005
300173646,0.14818028413004403,0.07406716041257762,0.0,0.0,0.0,0.7738530305406511,0.00014395887430850002,0.003755566042418601
300629348,0.046890911514765814,0.10309583564287753,0.0006127828728877606,0.0,0.0,0.8493374854990973,6.085734272094043e-05,2.127127650792373e-06
300629376,0.05336696762166336,0.1067682579481836,0.013758914701888347,0.0,0.0,0.8241209479167084,0.0013468201559347268,0.0006380916556215849
300629384,0.113400748993841,0.136403840330871,0.0,0.0,0.0,0.750195410675288,0.0,0.0
301287568,0.2128115856258461,0.1713696262659371,0.0,0.0,0.0,0.6113413292445232,0.0,0.004477458863693501
300629422,0.199373140651844,0.155688951835906,0.0,0.0,0.0,0.64493790751225,0.0,0.0
300629436,0.18791809908356086,0.03394689974316348,0.0,0.0,0.0,0.7781350011732756,0.0,0.0
302262290,0.213467932561026,0.0654917603142099,0.0,0.0,0.0,0.721040307124764,0.0,0.0
301287632,0.13488597735186503,0.4611761750964491,0.0,0.0,0.0,0.389527562815273,0.014410284736412702,0.0
301626679,0.21815803735132386,0.3562429356974035,0.025985210531844414,0.0,0.0,0.3475789358503136,0.04304657291588792,0.008988307653226708
301287692,0.10976080582155305,0.11495537204823006,0.0,0.0,0.0,0.7662007732067334,0.003712089310748702,0.0053709596127349025
301287700,0.23871280183362278,0.07710785460453404,0.0,0.0,0.0,0.6755043179533314,0.008675025608511593,0.0
301287736,0.14227666888921303,0.09378838025588893,0.0,0.0,0.0,0.7604418705471713,0.0034930803077267013,0.0
