sample_id,Tumor,Macrophage_Microglia,T_cell,NK_cell,B_cell,Endothelial,Oligodendrocyte,Astrocyte
300173630,,0.161962663301308,0.0064236926524762,0.0247700649633112,0.0259024127527584,,,
300173636,,0.172579188388165,0.0143063710725526,0.0283080688014358,0.0214623019374549,,,
300629315,,0.167980521115121,0.0,0.0283864404048963,0.0212193060804075,,,
300629344,,0.0890103935513202,0.0210205626007637,0.0230989986038846,0.0141591244054647,,,
300629350,,0.178204136811282,0.0149305507181265,0.0147064587307723,0.0173986680118746,,,
300629358,,0.1225265525941,0.0053083756903496,0.0124715071230589,0.0178059681901541,,,
300629403,,0.153183194756677,0.0237760835156838,0.0355364489308566,0.0255038362440229,,,
300629424,,0.15626113746939,0.0080476137563357,0.0270649533406879,0.0267844348200015,,,
300629432,,0.114235138332529,0.0,0.0221158955360198,0.0184920864890332,,,
301287570,,0.213549235061795,0.0448324494735746,0.0431041556133409,0.0239765869686201,,,
301287582,,0.158761263574445,0.0714961613607291,0.045770684719203,0.0247528922079501,,,
302262300,,0.219088597749166,0.0385023898313143,0.0562980824600956,0.0390596872612693,,,
301287613,,0.225669451094667,0.0,0.0128979833501652,0.0108918168798734,,,
301287630,,0.402875102075304,0.0202983435518844,0.0253348784139138,0.0084853365130776,,,
301287636,,0.227336625903008,0.0026884484919159,0.017283391078962,0.0229135238609496,,,
301626681,,0.114340295434917,0.0025339455334714,0.0183600541711582,0.0250505252521459,,,
301626685,,0.143871798758184,0.0085141498161918,0.0247273706539839,0.0226236949509432,,,
301626689,,0.153748661176567,0.0068162418401102,0.018038505929228,0.0259884459281954,,,
301626693,,0.0625928534038861,0.0895934112095001,0.0381811174404373,0.000642520866771,,,
301287698,,0.126179658160303,0.0917469766568996,0.0674860254362107,0.018290338694743,,,
301287708,,0.077171026281376,0.101813368368209,0.0558271824545038,0.0032020717248259,,,
301626597,,0.178830169903484,0.0,0.0062646020521028,0.0258377672401839,,,
301626605,,0.188284936052649,0.0,0.0129946139976391,0.024864768573341,,,
302264000,,0.277295544682578,7.01136576490358e-05,0.0126827289420318,0.0290191823661795,,,
304950286,,0.132424004963704,0.030316046209155,0.0396385090825778,0.0270989561459296,,,
304950292,,0.111808751122263,0.0540160546682015,0.0532757413886725,0.0219002186311092,,,
304357555,,0.122312134699173,0.0722650433194227,0.038548016022512,0.0165976855498117,,,
303748303,,0.149396376881758,0.0035580194741589,0.0252057455277292,0.0274343149908968,,,
303748309,,0.152426226667753,0.0087435227023254,0.0253902649215469,0.0170159804678384,,,
303748328,,0.110923209076148,0.004093375739219,0.0178101844470788,0.0136248009512419,,,
301287644,,0.123335190482236,0.0277914992760222,0.0074171632527941,0.023263947982715,,,
300173634,,0.233812995936543,0.0095976932766586,0.0080482608373045,0.0343577091554735,,,
300629309,,0.282755827935395,0.0116068091541624,0.0151358453255484,0.0408369938230093,,,
300173646,,0.251059970047659,0.0205427455038848,0.0130049590775082,0.0532796004839736,,,
300629348,,0.153155033086231,0.0283060149801066,0.0155895152674405,0.0343437935125999,,,
300629376,,0.174975099510099,0.0165158861211244,0.01066658343028,0.053994284989735,,,
300629384,,0.165430239351871,0.0162043435703221,0.0095097869011585,0.0274800436564142,,,
301287568,,0.141523982335082,0.0141305747659305,0.0129950443733151,0.0284356296192461,,,
300629422,,0.156663882491365,0.0218994854511872,0.0204281443660031,0.0381310709324795,,,
300629436,,0.217906487361196,0.0160733829880056,0.0163769152164624,0.051012698796568,,,
302262290,,0.248184596053633,0.0239521520319936,0.0160220495419392,0.05418884296303,,,
301287632,,0.257674601159164,0.0096968897230427,0.0062122583182187,0.0246265037520499,,,
301626679,,0.31102787481722,0.0257391463066684,0.0116282243223346,0.0384423167918806,,,
301287692,,0.237792902831995,0.0193980341063686,0.0164005510244636,0.0335065120026466,,,
301287700,,0.158587347389109,0.0162139393284128,0.020128834108991,0.028797583744705,,,
301287736,,0.210728923086414,0.0213749855985816,0.0164270032762504,0.0436421788842703,,,
302264006,,0.131107544137046,0.0108606664707303,0.0116909825747905,0.0174417342097712,,,
302264008,,0.203827090568917,0.0111588008671368,0.0123197171211692,0.0360267240302416,,,
302264010,,0.173021886196759,0.018645388932324,0.0142238130607942,0.0276214264338572,,,
303748199,,0.216096448841786,0.0118987220557111,0.0143392445583258,0.0319350330564438,,,
304950290,,0.230454706467447,0.0193867008164793,0.0170391687186716,0.0477755973878155,,,
304950296,,0.24068740420409,0.0219586022622469,0.0194806703153062,0.041129165619224,,,
304357559,,0.18177172308092,0.0223644674532904,0.0221293020791254,0.0302768457796799,,,
303748201,,0.274273090549846,0.0130613838832495,0.0107710249793437,0.0409484100714343,,,
301287738,,0.255028631481986,0.0154691438454314,0.0127311096488286,0.0409858639620243,,,
300173642,,0.141945045164804,0.0063990799602298,0.0130668609778056,0.0115569043706029,,,
300629317,,0.110174208522608,0.0042229252933562,0.0158450371256287,0.0131270095130607,,,
300629321,,0.098675243577103,0.01458576355274,0.0159560547975916,0.0120279454298821,,,
300629346,,0.11416769077859,0.001808965563432,0.0089824118700593,0.013035532076277,,,
300629370,,0.113997187398848,0.0052713914533739,0.0144523121640573,0.0136639608310664,,,
300629360,,0.0722182294825405,0.0046728633630246,0.0141877341938974,0.0199263239543959,,,
300629405,,0.0850324940875412,0.0052901455729705,0.0099862863014859,0.0062304537471879,,,
300629426,,0.0871528432553474,0.012893853595825,0.0145450510605373,0.0105329765895025,,,
300629434,,0.0787556825396292,0.0024025573566297,0.0193727687666219,0.0135631057057539,,,
302262292,,0.110414058229522,0.0203612848810595,0.0172667651580306,0.0114052684557516,,,
302262298,,0.132170264491812,0.0389121796018453,0.0271561111347682,0.0094886185128052,,,
301287611,,0.164354217877598,0.0141269976895194,0.0166788856162211,0.0100655693764584,,,
301287615,,0.167942774554714,0.0050065497437605,0.0072202313389908,0.0096200438690032,,,
301287634,,0.168030839634038,0.0032664271717732,0.00328915823717,0.0073057785494412,,,
301626683,,0.0833879052596039,0.0039144603553549,0.012432342976152,0.0160026826316895,,,
301626687,,0.090437304716126,0.0033930830137614,0.0073320624090745,0.0115732965644574,,,
301626599,,0.0975849162479545,0.018895593718603,0.0054510649405909,0.0081951771300116,,,
301626607,,0.105046484726652,0.0102078454091696,0.0057000374599034,0.010220062623946,,,
302264002,,0.114397973200797,0.0010804514979393,0.0044762936808628,0.0075924178434237,,,
304950288,,0.0950924929472936,0.0826202958727782,0.0379965758785345,0.0033306700669529,,,
304950294,,0.0904503857300252,0.0664918241142824,0.0328589041863853,0.0095378325139508,,,
304357557,,0.0569563849798465,0.0365730723093313,0.0160637906086774,0.0034695543862981,,,
301287740,,0.153401926397835,0.0492209961558308,0.0416547456811176,0.019403176963627,,,
301626595,,0.0906914823806051,0.0099162912492994,0.0087358584191691,0.0065338905495045,,,
300173640,,0.148347832625019,0.0,0.0364340389413087,0.0450432286972841,,,
300173644,,0.154605971706719,0.0318034456086558,0.038194387939489,0.0255739218412123,,,
300629323,,0.145586811300012,0.0081406730583912,0.0353677878772612,0.0438485967745649,,,
300629356,,0.135184242563978,0.0020131487399878,0.0218690641443395,0.032750397296663,,,
300629374,,0.130682583436673,0.059112627909073,0.0475093051665184,0.031574841274334,,,
300629382,,0.120203267652889,0.0381261115710918,0.0365894219628587,0.0301373681663624,,,
300629401,,0.135019423867641,0.0230168824180081,0.0442990147347758,0.0296218955907255,,,
300629409,,0.150387908869107,0.0340035524772847,0.0463139085403895,0.0291579721575889,,,
300629430,,0.160098084278834,0.0012552683090039,0.0163802491863749,0.0370298481672382,,,
301287572,,0.176595973006741,0.052397278988757,0.0330377507385827,0.0133343802002195,,,
301287584,,0.162947092222155,0.0600522294362385,0.0432486748248816,0.0250486731611642,,,
301287607,,0.219268973701931,0.0,0.0079328420027755,0.0177390093350223,,,
301287638,,0.209727770365645,0.0044761642802305,0.0167332531518336,0.0098208132415199,,,
301287704,,0.0960471523850278,0.0029001599583495,0.0192455857882635,0.0215835634260478,,,
301287728,,0.0945085488149047,0.0285706560638686,0.0307967437177402,0.0262483683314151,,,
301287734,,0.126308054172579,0.0149616726871502,0.0294989150447316,0.0202047850630836,,,
301626603,,0.257848643982815,0.0,0.002319660631689,0.0042992949855869,,,
301626609,,0.186271131623927,0.0121190134706604,0.0359549201560602,0.0327657149910155,,,
302263998,,0.145981476997385,0.0155342132843109,0.030822617914598,0.0291570768221603,,,
303748195,,0.123138263751328,0.0,0.0188139985531594,0.0366852392598816,,,
301287599,,0.213387557579526,0.0426375691106092,0.047636279662386,0.0322462374208718,,,
303748305,,0.149790824501629,0.0295072062045098,0.0337074790851959,0.0264548018159503,,,
303748315,,0.149786922025424,0.0290155544290852,0.0324702931017514,0.0267734673000855,,,
300173638,,0.111940724317805,0.0,0.0360171661107059,0.0498069145564047,,,
300629352,,0.124706214196899,0.0037123693225407,0.0356238358687875,0.0451697259740717,,,
300629372,,0.0917688288183171,0.013395717356695,0.0269777644661373,0.0360383413372786,,,
300629399,,0.0970135966626544,0.0225559498557052,0.0366065665897302,0.0436844628786623,,,
300629407,,0.109293795461611,0.0109346493161558,0.0354742436495612,0.0570544001745554,,,
302262284,,0.120652966464408,0.0408115172865619,0.0318818604014098,0.0222658078181112,,,
301287609,,0.226796483055245,0.0037267629168889,0.0116611050786781,0.0301326771598361,,,
301287640,,0.158842618055903,0.0202413614016971,0.0302181509990798,0.0326763690003614,,,
301626695,,0.11060144297337,0.0119579663112748,0.0237256243825526,0.0234982755217855,,,
301287706,,0.113613473015526,0.0140309995409569,0.0410764109741757,0.0482346352989813,,,
301287730,,0.137921454336559,0.076772813203274,0.0604090696872633,0.033422717611391,,,
301626601,,0.106591833155138,0.0503037792428771,0.0402745464203179,0.0282552076387894,,,
302263996,,0.114132197527154,0.0253800993682606,0.0335434761032797,0.0340477870963919,,,
302264004,,0.145564609121897,0.027925314670015,0.0514969879194585,0.0592725475171872,,,
300629325,,0.118980676919122,0.0244953290989556,0.0480539334610442,0.0514802345237663,,,
300629386,,0.111916126013557,0.0097145181373815,0.0316441365770112,0.0647968677134287,,,
301287601,,0.157053633175345,0.0717097619645491,0.0456701292891517,0.0153393704529624,,,
303748307,,0.145982534278123,0.062720462826409,0.0580064259679685,0.0360662014508956,,,
303748311,,0.134440736262581,0.0393438872734745,0.0362255611907225,0.0259183716260188,,,
303748317,,0.155814274348602,0.0587746332764348,0.0467666953245755,0.0266076586864797,,,
