"","B","NK","CD4T","CD8T","Mono","Neutro","Eosino"
"TCGA-DU-8167-01",0.142964214386807,0,0.0978469111258381,0,0.543753738139921,0,0.215435136347434
"TCGA-S9-A6U1-01",0.108593501558115,0.218425911303063,0.237925974084875,0,0.30179604754336,0,0.133258565510587
"TCGA-FG-5965-01",0.0752086526726159,0.145264917357135,0.301522059626126,0,0.365101492360907,0,0.112902877983216
"TCGA-FG-8187-01",0,0.191261881868365,0.259783568136562,0,0.416766986989258,0,0.132187563005814
"TCGA-HT-A614-01",0.0847054928185539,0.0127315141974964,0.129261498473885,0,0.461603286466953,0,0.311698208043112
"TCGA-S9-A7QZ-01",0.0827463402589475,0.199570463216355,0.285612959733297,0,0.299968183186712,0,0.132102053604689
"TCGA-QH-A6X4-01",0.0416736879588003,0.221206790104569,0.295824306447506,0,0.298792712296286,0,0.142502503192839
"TCGA-P5-A77W-01",0.0994835410056701,0.315459557140555,0.250379845533729,0,0.245411742622238,0,0.0892653136978074
"TCGA-DU-7302-01",0.0960719305031009,0.206020701930615,0.364443844788424,0,0.197526936446964,0,0.135936586330897
"TCGA-DU-7012-01",0.0884755765675418,0.111467189700263,0.114583250299107,0,0.55204481504268,0,0.133429168390409
"TCGA-DU-6399-01",0.0474617597057698,0.210101285840599,0.131778087470859,0,0.384587062882909,0,0.226071804099863
"TCGA-E1-5307-01",0.0796030901613138,0.0789887125820453,0.118947420734749,0,0.429413638868913,0,0.293047137652979
"TCGA-S9-A7QW-01",0.133157016838949,0.180740529300784,0.281551605671337,0,0.268389794195676,0,0.136161053993254
"TCGA-DU-6402-01",0.0298167393752204,0,0.0704394364886645,0,0.808237265449612,0,0.0915065586865033
"TCGA-HT-7604-01",0.0659949871061272,0.0449350274465824,0.171947545943921,0,0.45662837992647,0,0.260494059576899
"TCGA-P5-A733-01",0.140768867966829,0.0682418784258031,0.225633001211487,0,0.395789723052637,0,0.169566529343244
"TCGA-FG-A87Q-01",0.0532017277580928,0.150169549749194,0.138090495155285,0,0.534869266540344,0,0.123668960797084
"TCGA-HT-7684-01",0.0646450114636134,0.0837474055884051,0.137257076247088,0,0.525928655117131,0,0.188421851583763
"TCGA-HW-7495-01",0.0164037293281656,0.180252102754724,0.328393370647734,0,0.284667462554704,0,0.190283334714672
"TCGA-QH-A65R-01",0.0667515484260189,0.280964633695146,0.370482439597811,0,0.186632668186657,0,0.0951687100943667
"TCGA-DU-A7TG-01",0.0662646875753448,0.154522406056392,0.206386223216608,0,0.507466106550027,0,0.0653605766016289
"TCGA-DH-A7UV-01",0.0983335275899755,0.129850630399149,0.228849533617468,0,0.381655557990027,0,0.16131075040338
"TCGA-HT-7879-01",0.152359260960296,0.11482266187912,0.173649703829588,0,0.396411106210339,0,0.162757267120657
"TCGA-TM-A84F-01",0.0603625619361243,0.145978246546491,0.182338508465273,0,0.435401824738643,0,0.175918858313468
"TCGA-HT-8104-01",0.0120380101580013,0.232522540206524,0.203854121455793,0,0.451906028271858,0,0.0996792999078234
"TCGA-FG-A70Z-01",0.109316245828557,0.206445744641444,0.106041473853754,0,0.410568340693015,0,0.167628194983231
"TCGA-DU-A7TC-01",0.159930897666928,0.0924506490067988,0.193192533581997,0,0.375885483088279,0,0.178540436655998
"TCGA-HT-7610-01",0.100019166218849,0.112143284886476,0.211550295443632,0,0.344332186589193,0,0.23195506686185
"TCGA-S9-A6TW-01",0.12440916317054,0.151244049795706,0.222794606972822,0,0.401897416236118,0,0.0996547638248136
"TCGA-FG-A60J-01",0.102116918980671,0.14404499640201,0.236768522458308,0,0.344368509585747,0,0.172701052573265
"TCGA-E1-5303-01",0.0666586689890589,0.000581043177895948,0.0850225683440058,0,0.550349821500524,0,0.297387897988515
