"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6","CDSeq_estimated_cell_type_7","CDSeq_estimated_cell_type_8"
"VAMP2",0.000637536451291059,2.71360111149102e-06,0.00130285591736069,0.00654143397630107,0.00150308742281443,2.39209269837625e-06,8.39409310855581e-05,0.000941143419019525
"FAM65B",5.58566679378874e-05,2.71360111149102e-06,9.82950280587626e-05,0.000173753016205528,0.000394781797121739,0.000313364143487288,4.78144544158242e-05,0.000276256028468418
"TRIB3",0.00101505048287126,6.78400277872754e-05,2.68077349251171e-05,8.0758444151865e-05,3.64574218977859e-05,0.000136349283807446,9.45663654001857e-05,0.00010769302804701
"FBN1",0.000163717819817946,0.000290355318929539,6.25513814919398e-05,2.44722558035955e-06,6.14567969134105e-05,0.000327716699677546,0.00113798401509662,0.000397995973217212
"SGCD",2.88913799678728e-05,1.35680055574551e-05,1.96590056117525e-05,0.000203119723169842,0.000161454296975909,0.000308579958090536,3.50639332382711e-05,3.27761389708292e-05
"SCD",0.00581872392552958,4.07040166723652e-05,0.00252528862994603,0.00725602384576605,0.0021864036732415,0.0025380103529772,1.06254343146276e-06,0.00281406564592405
"CERKL",5.97088519336038e-05,4.07040166723652e-05,1.60846409550702e-05,1.71305790625168e-05,5.31236719082023e-05,0.000112428356823684,0.000190195274231834,7.95991946434424e-05
"MMP2",4.43001159507383e-05,9.49760389021855e-05,0.000795296136111806,5.13917371875505e-05,1.56246093847654e-05,0.000165054396187961,0.00033470118091077,0.000238797583930327
"MYOF",0.000360179203599481,0.000252364903368664,6.61257461486221e-05,6.11806395089887e-05,1.77078906360674e-05,0.000102859986030179,0.000583336343873056,0.00028562063960294
"ELMOD1",0.000471892539475255,0.000502016205625838,0.0002519927082961,0.000345058806830696,0.00166350007916469,0.000150701839997704,2.86886726494945e-05,0.00118462330851711
"FOXC1",7.51175879164692e-05,0.000198092881138844,4.82539228652107e-05,7.34167674107864e-06,5.31236719082023e-05,0.000160270210791209,0.000579086170147205,7.95991946434424e-05
"PYGL",0.00161984337019873,0.000833075541227742,0.000305608178146335,2.6919481383955e-05,3.64574218977859e-05,0.000246385547932753,3.71890201011966e-05,0.000557194362504097
"FABP3",0.000167570003813662,0.000388044958943215,0.000184079779819137,0.000668092583438156,0.000503112422189445,9.80758006334261e-05,1.80632383348669e-05,4.21407501053519e-05
"LOC100505483",9.43785078950511e-05,0.000111257645571132,1.60846409550702e-05,0.000188436369687685,0.000292701015807938,0.000136349283807446,3.71890201011966e-05,7.02345835089198e-05
"SLC7A14",0.000102082875886484,1.35680055574551e-05,6.61257461486221e-05,0.000496786792812988,0.000773938984858712,0.000624336194276201,4.14391938270477e-05,7.02345835089198e-05
"XKR4",1.73348279807237e-05,8.95488366792035e-05,3.03820995817993e-05,0.000227591978973438,0.000123955234452472,0.000581278525705428,3.08137595124201e-05,6.08699723743971e-05
"C7orf41",0.00014830908383508,0.00142464058353278,0.000591557350680916,0.00686446775290853,0.00243848070464905,0.00113145984633197,8.81911048114092e-05,1.4046916701784e-05
"B4GALT6",5.97088519336038e-05,0.000257792105591646,3.03820995817993e-05,1.22361279017977e-05,0.00179891336049932,0.000557357598721666,6.05649755933774e-05,0.00074448658519455
"PRDM1",0.000360179203599481,0.000469452992287946,0.000291310719519605,3.67083837053932e-05,0.000151037890719399,5.98023174594062e-05,0.00184351285358789,4.21407501053519e-05
"CENPK",0.000117491611869349,0.000203520083361826,0.000537941880830682,5.13917371875505e-05,5.20820312825513e-06,0.00165772023997474,0.000470706740138003,0.000360537528679122
"ARHGAP18",0.000340918283620899,0.000833075541227742,0.000645172820531151,0.000256958685937752,4.2707265651692e-05,0.000165054396187961,0.00268717233816932,0.00148429086482184
"ARSJ",0.000622127715308194,0.00100674601236317,0.000319905636773064,2.44722558035955e-06,3.85407031490879e-05,1.19604634918812e-05,0.000156193884425026,0.00140937397574566
"IFITM3",0.000872519675029758,0.00754109748883353,0.00929156092504557,0.00428509199120957,8.43728906777331e-05,2.39209269837625e-06,0.00587267754569468,0.00308563936882521
"HIST1H1A",5.77827599357456e-06,0.000203520083361826,0.00037709547127998,2.44722558035955e-06,6.97899219186187e-05,8.37232444431687e-05,0.00017319457932843,0.00010769302804701
"NCDN",6.74132199250365e-05,1.89952077804371e-05,0.000151910497908997,0.00173997738763564,4.89571094055982e-05,1.19604634918812e-05,4.14391938270477e-05,0.000173245305988669
"GPC5",3.65957479593055e-05,2.71360111149102e-06,0.000234120885012689,2.20250302232359e-05,0.00038644867211653,0.000251169733329506,5.41897150046008e-05,0.000117057639181533
"STX1B",4.81522999464546e-05,6.24128255642934e-05,3.03820995817993e-05,0.000790453862456134,4.2707265651692e-05,4.06655758723962e-05,5.41897150046008e-05,5.15053612398745e-05
"TK1",2.50391959721564e-05,0.000447744183396018,0.000312756907459699,2.6919481383955e-05,1.77078906360674e-05,0.000246385547932753,0.0002539478801196,7.02345835089198e-05
"SPHKAP",4.04479319550219e-05,3.52768144493832e-05,8.93591164170569e-06,4.16028348661123e-05,0.000138538203211586,0.000270306474916516,1.06254343146276e-06,4.21407501053519e-05
"CCL20",0.000364031387595197,0.000127539252240078,8.93591164170569e-06,2.44722558035955e-06,7.29148437955718e-06,2.15288342853862e-05,3.29388463753456e-05,4.68230556726132e-06
"REEP1",2.118701197644e-05,6.24128255642934e-05,0.000101869392715445,0.000100336248794741,0.00104059898502537,0.00112189147553846,3.71890201011966e-05,0.00024816219506485
"TRIL",1.73348279807237e-05,2.71360111149102e-06,0.00089537834649891,0.00016396411388409,0.000438530703399082,0.000423400407612596,0.000132817928932845,0.000444819028889825
"MOG",1.34826439850073e-05,0.000377190554497251,1.78718232834114e-06,0.00107922648093856,0.000257285234535803,0.000973581728239133,2.01883251977925e-05,4.21407501053519e-05
"CAMK2G",6.35610359293201e-05,3.52768144493832e-05,0.000527218786860636,0.00168124397370701,0.00147808804779881,0.000131565098410694,0.000122192494618218,5.15053612398745e-05
"C11orf41",0.000121343795865066,0.000100403241125168,3.03820995817993e-05,0.000609359169509527,0.000813521328633451,0.000169838581584714,5.63148018675263e-05,0.000173245305988669
"UTY",0.000132900347852215,7.32672300102574e-05,0.000105443757372127,4.16028348661123e-05,4.89571094055982e-05,0.000356421812058061,7.33154967709305e-05,6.08699723743971e-05
"TBX3",1.34826439850073e-05,2.71360111149102e-06,0.000105443757372127,0.00011012515111618,2.18744531386715e-05,0.000155486025394456,0.000228446837764494,7.95991946434424e-05
"ERAP2",0.000132900347852215,7.86944322332394e-05,0.000702362655038067,7.58639929911459e-05,6.14567969134105e-05,4.06655758723962e-05,0.000326200833459068,0.000332443695275554
"STC2",0.000360179203599481,8.14080333447305e-06,8.04232047753512e-05,7.34167674107864e-06,2.60410156412756e-05,0.000150701839997704,4.56893675528987e-05,9.83284169124877e-05
"TGFA",0.000502710011440986,0.000274073712260593,1.2510276298388e-05,7.09695418304268e-05,8.2289609426431e-05,0.000251169733329506,2.2313412060718e-05,0.00078194502973264
"SLC25A27",6.74132199250365e-05,4.07040166723652e-05,1.96590056117525e-05,0.000212908625491281,0.000188536953242836,7.89390590464162e-05,4.78144544158242e-05,0.000126422250316056
"EMILIN3",1.34826439850073e-05,1.89952077804371e-05,0.000312756907459699,2.44722558035955e-06,4.47905469029941e-05,6.45865028561587e-05,1.38130646090159e-05,3.27761389708292e-05
"LRRC70",6.74132199250365e-05,2.71360111149102e-06,4.11051935518462e-05,2.44722558035955e-06,3.85407031490879e-05,0.000131565098410694,0.000196570534820611,7.95991946434424e-05
"EPHA5",0.00049885782744527,2.71360111149102e-06,0.000187654144475819,8.0758444151865e-05,0.000323950234577469,3.58813904756437e-05,2.2313412060718e-05,0.000238797583930327
"GRM8",6.74132199250365e-05,5.15584211183293e-05,5.36154698502341e-06,2.20250302232359e-05,8.0206328175129e-05,0.000112428356823684,0.000251822793256674,4.68230556726132e-06
"KIF20A",1.92609199785819e-06,0.000111257645571132,0.000176931050505773,2.44722558035955e-06,3.22908593951818e-05,0.000428184593009348,0.00017319457932843,0.000117057639181533
"MATN3",4.81522999464546e-05,4.61312188953473e-05,3.03820995817993e-05,4.64972860268314e-05,8.64561719290351e-05,0.000289443216503526,0.000317700486007366,0.000173245305988669
"SERPING1",0.000406405411548077,0.000610560250085478,0.00218572398756121,0.000658303681116718,2.18744531386715e-05,1.19604634918812e-05,0.000549334954066248,0.000716392751790982
"POPDC3",4.81522999464546e-05,6.78400277872754e-05,8.93591164170569e-06,3.67083837053932e-05,0.000261451797038407,6.93706882529112e-05,3.08137595124201e-05,7.95991946434424e-05
"TTK",1.73348279807237e-05,0.000100403241125168,0.000101869392715445,2.20250302232359e-05,1.14580468821613e-05,0.000801351053956043,0.000143443363247473,7.95991946434424e-05
"S100B",1.92609199785819e-06,0.00352496784382683,0.0119115702183937,0.00829854194299922,0.00469050773730657,0.00315038608376152,9.45663654001857e-05,0.00784286182516271
"TMTC1",0.000194535291783677,9.49760389021855e-05,1.2510276298388e-05,2.6919481383955e-05,0.00107809804754881,0.000332500885074298,0.000122192494618218,0.000641475862714801
"IFIT1",9.05263238993347e-05,2.71360111149102e-06,0.000309182542803017,0.00112327654138503,0.000734356641083973,0.0010070710260164,0.000228446837764494,4.21407501053519e-05
"PRRT2",3.65957479593055e-05,4.61312188953473e-05,5.89770168352575e-05,0.000604464718348808,1.97911718873695e-05,6.45865028561587e-05,3.50639332382711e-05,2.34115278363066e-05
"CKB",0.000441075067509525,0.000257792105591646,0.00512742610001072,0.00544997136746071,0.0015780855478613,0.002155275521237,9.56289088316485e-06,0.00160603080957063
"MAGEA12",1.92609199785819e-06,2.71360111149102e-06,2.32333702684348e-05,3.18139325446741e-05,1.14580468821613e-05,4.06655758723962e-05,0.000177444753054281,7.95991946434424e-05
"OGDHL",4.81522999464546e-05,2.98496122264012e-05,1.2510276298388e-05,0.000276536490580629,0.00012187195320117,0.000102859986030179,1.16879777460904e-05,0.000163880694854146
"LOC100505875",1.73348279807237e-05,1.89952077804371e-05,0.000180505415162455,0.000183541918526966,3.02075781438797e-05,0.000279874845710021,4.56893675528987e-05,1.4046916701784e-05
"KCNQ3",0.000159865635822229,6.24128255642934e-05,8.39975694320335e-05,0.000354847709152134,0.00169683257918552,0.000351637626661308,0.000249697706393749,0.000341808306410076
"S1PR1",9.63045998929093e-06,0.000724531496768101,0.000302033813489652,0.00091770959263483,0.00144683882902927,0.000791782683162538,0.00120598679471023,0.000201339139392237
"SOX8",1.73348279807237e-05,4.07040166723652e-05,0.000605854809307646,0.000247169783616314,1.04164062565103e-06,0.00125584866664753,3.08137595124201e-05,0.000201339139392237
"MLC1",7.51175879164692e-05,0.000339200138936377,0.00166029238302892,0.000374425513795011,5.10403906569002e-05,0.000255953918726258,2.2313412060718e-05,0.000678934307252891
"FAM135B",5.2004483942171e-05,1.35680055574551e-05,8.75719340887157e-05,6.11806395089887e-05,0.000209369765755856,9.80758006334261e-05,3.71890201011966e-05,6.08699723743971e-05
"MT1E",0.00168918268212163,6.78400277872754e-05,0.00247524752475248,0.000447842281205797,0.000967684141229803,0.000375558553645071,9.88165391260368e-05,0.00078194502973264
"NTSR2",1.92609199785819e-06,2.71360111149102e-06,0.000223397791042642,9.54417976340223e-05,6.77066406673166e-05,6.93706882529112e-05,1.16879777460904e-05,5.15053612398745e-05
"ASPN",4.04479319550219e-05,4.61312188953473e-05,0.000130464309968903,1.22361279017977e-05,1.35413281334633e-05,0.000188975323171724,0.000338951354636621,0.000173245305988669
"SPRY1",0.000676058291248223,0.000344627341159359,0.000688065196411338,7.34167674107864e-06,0.000105205703190754,5.02339466659012e-05,0.00172238290240114,0.00129699864213139
"NDN",7.51175879164692e-05,1.35680055574551e-05,7.32744754619866e-05,0.000398897769598606,0.000269784922043616,0.000270306474916516,0.000177444753054281,0.000725757362925504
"EFNA5",0.000198387475779393,8.41216344562215e-05,0.000169782321192408,0.000736614899688223,0.000423947734639967,8.37232444431687e-05,6.90653230450795e-05,0.000191974528257714
"ENPP6",1.92609199785819e-06,0.000138393656686042,0.000176931050505773,3.18139325446741e-05,0.000134371640708982,0.000600415267292438,2.86886726494945e-05,0.00038863136208269
"MFAP2",7.51175879164692e-05,2.71360111149102e-06,9.1146298745398e-05,4.64972860268314e-05,3.12492187695308e-06,7.89390590464162e-05,0.000194445447957685,4.21407501053519e-05
"B3GALT2",7.51175879164692e-05,4.61312188953473e-05,7.32744754619866e-05,9.05473464733032e-05,0.000755189453596993,0.000653041306656716,2.86886726494945e-05,4.68230556726132e-06
"C6orf15",9.63045998929093e-06,2.98496122264012e-05,0.000176931050505773,7.34167674107864e-06,5.20820312825513e-06,2.39209269837625e-06,1.06254343146276e-06,0.000482277473427916
"CACNA2D1",6.74132199250365e-05,1.89952077804371e-05,1.2510276298388e-05,2.44722558035955e-06,0.000263535078289709,0.000476026446976873,6.90653230450795e-05,2.34115278363066e-05
"PLAU",1.34826439850073e-05,0.000404326565612161,0.00014118740393895,1.22361279017977e-05,1.77078906360674e-05,8.85074298399212e-05,0.00013069284206992,0.000266891417333895
"TGFBR2",4.43001159507383e-05,0.000767949114551957,8.75719340887157e-05,5.62861883482696e-05,0.000165620859478513,0.000145917654600951,0.00166288047023922,0.000360537528679122
"TMEM132B",0.000213796211762259,0.000230656094476736,0.000123315580655538,0.000369531062634292,0.000719773672324859,0.00157638908822995,1.59381514719414e-05,0.000669569696118369
"UNC13A",5.2004483942171e-05,2.98496122264012e-05,9.1146298745398e-05,0.000981337457724178,0.000107288984442056,0.000121996727617189,4.56893675528987e-05,4.68230556726132e-06
"CADPS2",8.66741399036184e-05,0.000116684847794114,0.000201951603102549,0.000119914053437618,0.00106143179753839,0.000107644171426931,0.000298574704241036,0.000126422250316056
"SCN3A",3.65957479593055e-05,7.86944322332394e-05,0.00021982342638596,0.000124808504598337,0.0008635200786647,0.00421247524184057,7.75656704967816e-05,6.08699723743971e-05
"ANXA3",9.63045998929093e-06,8.95488366792035e-05,8.93591164170569e-06,0.00016396411388409,0.000180203828237627,2.39209269837625e-06,4.99395412787498e-05,7.95991946434424e-05
"PLEKHA6",5.58566679378874e-05,4.07040166723652e-05,5.1828287521893e-05,0.000369531062634292,4.89571094055982e-05,0.000389911109835328,3.08137595124201e-05,4.68230556726132e-06
"ZDHHC22",5.2004483942171e-05,3.52768144493832e-05,6.97001108053044e-05,0.000506575695134426,2.60410156412756e-05,0.000145917654600951,3.93141069641222e-05,5.15053612398745e-05
"KCNS3",9.63045998929093e-06,8.14080333447305e-06,1.78718232834114e-06,1.22361279017977e-05,5.52069531595043e-05,0.000284659031106773,0.000171069492465505,7.95991946434424e-05
"KCNAB2",6.74132199250365e-05,8.14080333447305e-06,1.78718232834114e-06,0.000746403802009662,5.52069531595043e-05,9.32916152366737e-05,4.35642806899732e-05,0.00010769302804701
"CDH4",6.74132199250365e-05,2.71360111149102e-06,0.000402116023876756,0.000149280760401932,1.04164062565103e-06,4.06655758723962e-05,2.6563585786569e-05,0.000126422250316056
"GALNT4",8.2821955907902e-05,0.000170956870023934,0.000112592486685492,3.67083837053932e-05,5.20820312825513e-06,7.17627809512874e-06,7.75656704967816e-05,9.83284169124877e-05
"SPAG4",0.000425666331526659,4.61312188953473e-05,3.75308288951639e-05,9.54417976340223e-05,5.20820312825513e-06,0.000107644171426931,3.93141069641222e-05,9.83284169124877e-05
"CDKN2A",2.88913799678728e-05,5.69856233413113e-05,2.32333702684348e-05,6.60750906697078e-05,1.35413281334633e-05,0.000423400407612596,5.41897150046008e-05,7.02345835089198e-05
"F2RL1",1.34826439850073e-05,0.000252364903368664,9.82950280587626e-05,2.44722558035955e-06,4.2707265651692e-05,0.000169838581584714,0.000258198053845451,7.02345835089198e-05
"TPBG",7.51175879164692e-05,5.69856233413113e-05,4.11051935518462e-05,2.44722558035955e-06,0.000128121796955076,3.10972050788912e-05,0.000183820013643058,7.95991946434424e-05
"CCNA2",2.88913799678728e-05,0.000149248061132006,0.000198377238445866,1.22361279017977e-05,2.18744531386715e-05,0.000786998497765785,0.000190195274231834,0.000126422250316056
"PALM2-AKAP2",1.73348279807237e-05,1.35680055574551e-05,8.93591164170569e-06,0.000168858565044809,1.04164062565103e-06,7.17627809512874e-06,6.26900624563029e-05,0.000220068361661282
"COL5A1",8.66741399036184e-05,2.98496122264012e-05,1.96590056117525e-05,4.64972860268314e-05,9.37476563085923e-06,9.80758006334261e-05,0.000247572619530823,0.000145151472585101
"NFKBIZ",0.0007646585231497,0.000295782521152521,1.78718232834114e-06,1.22361279017977e-05,3.85407031490879e-05,7.41548736496637e-05,7.96907573597071e-05,5.15053612398745e-05
"DMRTA2",0.000132900347852215,0.000127539252240078,0.000273438896236194,2.44722558035955e-06,1.77078906360674e-05,5.98023174594062e-05,3.93141069641222e-05,9.83284169124877e-05
"THRB",0.000263874603706571,7.86944322332394e-05,0.000323480001429746,0.000619148071830965,0.00100726648500454,0.000155486025394456,4.14391938270477e-05,0.000145151472585101
"CKAP2L",3.27435639635892e-05,6.24128255642934e-05,0.000234120885012689,1.71305790625168e-05,1.04164062565103e-06,0.00077743012697228,0.000117942320892366,5.15053612398745e-05
"KIF15",7.89697719121856e-05,7.32672300102574e-05,0.000427136576473532,0.000100336248794741,7.29148437955718e-06,0.00177732487489355,0.000219946490312792,0.000135786861450578
"FAXC",3.65957479593055e-05,8.95488366792035e-05,8.04232047753512e-05,7.58639929911459e-05,0.000419781172137363,0.000375558553645071,3.08137595124201e-05,0.00010769302804701
"ENPP4",0.00019068310778796,0.000257792105591646,1.78718232834114e-06,0.000398897769598606,0.00103018257876886,0.00115059658791898,3.93141069641222e-05,0.00180268764339561
"EMP3",0.00106512887481558,0.00125097011239736,0.00171033348822247,2.6919481383955e-05,1.77078906360674e-05,5.02339466659012e-05,0.000179569839917207,0.00148429086482184
"RPL39L",0.000102082875886484,2.71360111149102e-06,1.96590056117525e-05,7.09695418304268e-05,8.0206328175129e-05,0.000351637626661308,0.000177444753054281,4.68230556726132e-06
"RAB6B",0.000252318051719422,3.52768144493832e-05,0.000223397791042642,0.00193086098290368,0.00101351632875845,0.000107644171426931,3.93141069641222e-05,0.000145151472585101
"COL9A1",3.65957479593055e-05,8.14080333447305e-06,2.68077349251171e-05,3.18139325446741e-05,3.64574218977859e-05,0.000308579958090536,0.000166819318739653,4.68230556726132e-06
"CD74",0.000352474835608048,0.00354124945049578,0.0168477678092719,0.00332577956370862,1.04164062565103e-06,0.000858761278717073,0.00327369631233677,0.00910708432832327
"ZIC1",0.000132900347852215,7.32672300102574e-05,0.00029845944883297,2.20250302232359e-05,5.52069531595043e-05,0.000241601362536001,0.000317700486007366,2.34115278363066e-05
"HEPACAM",9.05263238993347e-05,1.35680055574551e-05,0.000609429173964328,0.000252064234777033,9.68725781855454e-05,0.000107644171426931,2.6563585786569e-05,0.000369902139813644
"TRNV",6.35610359293201e-05,5.69856233413113e-05,3.39564642384816e-05,1.22361279017977e-05,0.000405198203378249,0.000131565098410694,4.99395412787498e-05,4.68230556726132e-06
"KIF4A",7.89697719121856e-05,0.000203520083361826,0.000205525967759231,2.20250302232359e-05,9.37476563085923e-06,0.00113145984633197,0.000249697706393749,0.000126422250316056
"ICAM1",0.000745397603171118,0.000556288227855658,1.78718232834114e-06,9.05473464733032e-05,3.43741406464838e-05,3.58813904756437e-05,6.90653230450795e-05,5.15053612398745e-05
"PPP1R1C",1.92609199785819e-06,6.78400277872754e-05,0.000541516245487365,7.34167674107864e-06,3.64574218977859e-05,0.000112428356823684,3.08137595124201e-05,0.000126422250316056
"C11orf9",2.118701197644e-05,3.52768144493832e-05,6.61257461486221e-05,0.000447842281205797,3.12492187695308e-06,0.000203327879361981,3.71890201011966e-05,6.08699723743971e-05
"GAS1",1.92609199785819e-06,0.000388044958943215,0.00138864066912106,2.44722558035955e-06,6.97899219186187e-05,0.000906603132684598,1.38130646090159e-05,0.00119398791965164
"KIT",4.04479319550219e-05,8.14080333447305e-06,0.000112592486685492,3.67083837053932e-05,0.000392698515870437,0.000437752963802853,0.000370827657580504,1.4046916701784e-05
"ITGA8",1.92609199785819e-06,1.89952077804371e-05,3.03820995817993e-05,4.64972860268314e-05,3.64574218977859e-05,4.06655758723962e-05,0.000156193884425026,7.95991946434424e-05
"MAP1A",0.000633684267295343,2.71360111149102e-06,0.00181756442792294,0.0157136354514886,0.00170308242293943,0.00085397709332032,0.000226321750901568,0.00112843564170998
"SRPX2",0.000129048163856498,0.000279500914483575,0.000116166851342174,1.22361279017977e-05,5.20820312825513e-06,5.02339466659012e-05,0.000175319666191356,0.000379266750948167
"MELK",4.81522999464546e-05,4.61312188953473e-05,0.000169782321192408,2.20250302232359e-05,3.12492187695308e-06,0.000710451531417745,0.000160444058150877,8.89638057779651e-05
"RNF182",0.000283135523685153,2.98496122264012e-05,2.68077349251171e-05,0.00010523069995546,0.000648942109780589,0.00103099195300016,7.43780402023933e-06,0.00038863136208269
"TAX1BP3",0.000136752531847931,0.000691968283430209,0.000906101440468957,0.000252064234777033,5.52069531595043e-05,9.80758006334261e-05,0.00117623557862928,0.000341808306410076
"CDCA2",3.65957479593055e-05,2.98496122264012e-05,0.000130464309968903,2.44722558035955e-06,1.14580468821613e-05,0.000705667346020993,0.000124317581481143,0.000182609917123191
"TMEM178A",4.81522999464546e-05,5.69856233413113e-05,0.00037709547127998,0.00016396411388409,0.000601026641000642,0.000294227401900278,3.08137595124201e-05,0.000210703750526759
"ADAMTS3",6.74132199250365e-05,0.000393472161166197,0.000169782321192408,7.34167674107864e-06,9.68725781855454e-05,8.37232444431687e-05,4.99395412787498e-05,0.000557194362504097
"PDK1",0.00241724545731202,8.14080333447305e-06,2.68077349251171e-05,3.18139325446741e-05,0.000184370390740231,0.000806135239352795,6.90653230450795e-05,3.27761389708292e-05
"CBX7",7.51175879164692e-05,4.61312188953473e-05,2.68077349251171e-05,0.000531047950938022,0.000201036640750648,9.32916152366737e-05,4.56893675528987e-05,1.4046916701784e-05
"LRRN1",1.92609199785819e-06,0.000317491330044449,0.00154948707867177,0.000124808504598337,0.000240618984525387,0.00210743366726947,5.3127171573138e-06,0.000117057639181533
"PLCL1",1.92609199785819e-06,0.000246937701145682,6.97001108053044e-05,0.000208014174330561,0.000607276484754548,0.000614767823482696,0.000468581653275078,1.4046916701784e-05
"LOC100506965",0.000795475995115431,2.44224100034191e-05,0.00014118740393895,0.000144386309241213,0.00440301492462688,0.00232750619552009,0.000137068102658696,1.4046916701784e-05
"CLEC2B",0.000972676458918384,0.000648550665646353,1.2510276298388e-05,6.11806395089887e-05,8.85394531803372e-05,9.32916152366737e-05,0.000721466989963215,6.08699723743971e-05
"MMP11",5.97088519336038e-05,3.52768144493832e-05,8.04232047753512e-05,2.6919481383955e-05,9.37476563085923e-06,0.000112428356823684,0.000168944405602579,0.000135786861450578
"TNFSF10",5.77827599357456e-06,0.000398899363389179,0.000312756907459699,1.22361279017977e-05,0.000119788671949868,0.000217680435552239,0.000511083390533588,0.000126422250316056
"VWA1",9.82306918907675e-05,5.15584211183293e-05,0.000184079779819137,0.000217803076652,1.56246093847654e-05,5.50181320626537e-05,0.00053870951975162,0.000463548251158871
"PAK6",3.65957479593055e-05,2.98496122264012e-05,4.82539228652107e-05,0.000256958685937752,0.000101039140688149,6.93706882529112e-05,3.08137595124201e-05,0.000117057639181533
"HOXA3",0.000175274371805095,2.44224100034191e-05,0.000116166851342174,1.71305790625168e-05,5.20820312825513e-06,0.000246385547932753,1.16879777460904e-05,5.15053612398745e-05
"NUDT10",2.88913799678728e-05,2.71360111149102e-06,1.60846409550702e-05,0.000119914053437618,0.000236452422022783,0.000375558553645071,2.01883251977925e-05,0.000163880694854146
"TEK",3.65957479593055e-05,8.14080333447305e-06,6.97001108053044e-05,4.64972860268314e-05,9.06227344316392e-05,0.000121996727617189,0.000207195969135238,0.000173245305988669
"MYBL2",2.118701197644e-05,5.69856233413113e-05,0.000259141437609465,4.16028348661123e-05,1.04164062565103e-06,0.000404263666025586,0.000107316886577739,0.000117057639181533
"GRIP1",3.27435639635892e-05,0.00010583044334815,1.60846409550702e-05,8.0758444151865e-05,0.000151037890719399,0.000169838581584714,1.80632383348669e-05,5.15053612398745e-05
"PROM1",0.000340918283620899,8.14080333447305e-06,4.46795582085284e-05,1.71305790625168e-05,4.89571094055982e-05,0.000447321334596358,2.2313412060718e-05,0.00010769302804701
"PDGFRA",0.000379440123578063,0.000594278643416532,0.000466454587697037,0.000159069662723371,0.000167704140729815,0.00324606979169657,0.000124317581481143,3.27761389708292e-05
"C7",8.2821955907902e-05,5.69856233413113e-05,3.39564642384816e-05,3.18139325446741e-05,4.2707265651692e-05,4.06655758723962e-05,0.000481332174452631,0.000126422250316056
"SRCIN1",4.43001159507383e-05,7.32672300102574e-05,8.93591164170569e-06,0.000281430941741348,0.000101039140688149,0.000112428356823684,9.56289088316485e-06,0.000117057639181533
"SOCS2",0.000483449091462405,0.000154675263354988,0.00163527183043214,2.20250302232359e-05,5.10403906569002e-05,4.54497612691487e-05,0.000368702570717578,3.27761389708292e-05
"SYNGR3",9.82306918907675e-05,2.44224100034191e-05,1.78718232834114e-06,0.000349953257991415,9.27060156829413e-05,0.000107644171426931,1.38130646090159e-05,7.95991946434424e-05
"APC2",8.2821955907902e-05,1.35680055574551e-05,0.000466454587697037,0.000403792220759325,5.20820312825513e-06,0.000198543693965229,4.56893675528987e-05,4.21407501053519e-05
"C15orf48",0.000298544259668019,8.95488366792035e-05,5.36154698502341e-06,7.34167674107864e-06,1.04164062565103e-06,5.02339466659012e-05,3.93141069641222e-05,1.4046916701784e-05
"SCIN",5.77827599357456e-06,0.00230384734365587,8.39975694320335e-05,0.000178647467366247,2.18744531386715e-05,0.000260738104123011,0.000275198748748855,0.000229432972795805
"KCNA6",6.74132199250365e-05,2.44224100034191e-05,5.1828287521893e-05,0.000281430941741348,0.000209369765755856,0.000141133469204199,4.14391938270477e-05,5.15053612398745e-05
"IFI30",0.000364031387595197,0.00215731288363536,0.000652321549844515,9.05473464733032e-05,9.37476563085923e-06,0.000126780913013941,0.000530209172299918,0.000276256028468418
"MUTED-TXNDC5",0.000452631619496674,0.000317491330044449,0.00037709547127998,3.67083837053932e-05,0.000126038515703774,0.000351637626661308,0.000120067407755292,0.000397995973217212
"UGT8",4.43001159507383e-05,6.24128255642934e-05,0.000105443757372127,0.000276536490580629,0.000119788671949868,0.00122714355426701,2.2313412060718e-05,5.15053612398745e-05
"KIAA1274",1.92609199785819e-06,0.000154675263354988,0.000223397791042642,6.11806395089887e-05,4.68738281542961e-05,0.000251169733329506,0.000455831132097525,0.00024816219506485
"GBP2",0.00104586795483699,0.00113157166349175,0.00040926475319012,2.20250302232359e-05,5.20820312825513e-06,0.000112428356823684,0.000177444753054281,0.000145151472585101
"DPP6",0.000845554387059744,1.35680055574551e-05,0.00247524752475248,0.00149525482959968,0.000403114922126947,0.0011984384418865,7.43780402023933e-06,0.000238797583930327
"FAM111B",2.50391959721564e-05,0.000111257645571132,0.000184079779819137,1.22361279017977e-05,2.39577343899736e-05,0.000748725014591766,0.000160444058150877,0.000201339139392237
"PRKAA2",0.00072228449919682,0.000377190554497251,5.89770168352575e-05,4.16028348661123e-05,0.00104893211003058,0.000739156643798261,2.44384989236435e-05,0.000304349861871986
"ST18",9.63045998929093e-06,0.000208947285584808,1.2510276298388e-05,0.000119914053437618,9.68725781855454e-05,0.000255953918726258,1.38130646090159e-05,8.89638057779651e-05
"NPR1",1.73348279807237e-05,2.98496122264012e-05,8.04232047753512e-05,9.54417976340223e-05,7.29148437955718e-06,4.06655758723962e-05,0.000175319666191356,5.15053612398745e-05
