sample,absolute_purity,nnls,svr,cibersortx,cibersortx_smode,elastic_net,bayesian,bayesian_hierarchical,music,dwls,bisque,scdc,scdc_ensemble,epic,bayesprism
TCGA-06-0168-01A,0.68,0.365769961696545,0.2050198843984435,0.1305723933222373,0.19626888408284485,0.2067901383836647,0.13289248705187642,0.14278719595440995,0.2682113344988697,0.3452116624847886,0.2003158495110259,0.30367695365690106,0.30367695365690106,0.2408714763458872,0.29535632141616797
TCGA-06-0171-02A,0.23,0.1369965789714119,0.009313357790895063,0.0022431794317747363,0.07942864946835992,0.07870687218133539,0.00038287627946928114,6.947945780723676e-13,0.038519862160315846,4.748664434694822e-21,0.07592726064323174,0.044641993834250486,0.044641993834250486,0.0881687244794334,0.164157614909141
TCGA-06-0174-01A,0.95,0.2574715785813753,0.657488038577564,0.5253531191180767,0.14193965196850652,0.08974862248920083,0.2243746901486056,0.2339885437251078,0.637713871778735,0.5306958151349187,0.29019957483063474,0.5133676721281543,0.5133676721281543,0.14787591689571497,0.49956532864422376
TCGA-06-0184-01A,0.58,0.08078523369708425,0.08038534120897313,0.022713954355187565,0.030935715585152755,0.06951281764113351,0.003082594800812008,3.0163617945990134e-09,0.10818568769596246,0.19576437266371657,0.10199050738313203,0.15281293182814665,0.15281293182814665,0.02733103103443473,0.14563356134703953
TCGA-06-0187-01A,0.84,0.6493820152987605,0.32180157684819954,0.510683231842316,0.34207529233830836,0.3460860356816191,0.17267353677525676,0.18037418190889198,0.5726273295122,0.0,0.49381657335565854,0.45474745387133425,0.45474745387133425,0.5011085721214029,0.9554674600135028
TCGA-06-0190-01A,0.57,0.10274002165801766,0.16177936240598711,0.1004995629125811,0.04531458918957882,0.06901483108480169,0.04065250999636878,0.04059825084394147,0.2907658361015694,0.2965870543410562,0.1799379412875428,0.27590961232987177,0.27590961232987177,0.05895551847429286,0.16403884906028707
TCGA-06-0190-02A,0.51,0.022490735393406836,0.062212607733813305,0.008188211693096416,0.0023548582385836325,0.019978435851834096,0.017882693045255322,0.018564488830359743,0.06352529065550074,0.09796602245705634,0.14227187025312102,0.10017388070678424,0.10017388070678424,0.01610855515235612,0.029156265428584592
TCGA-06-0210-02A,0.7,0.30888720626620253,0.2146080447990708,0.11958422113807937,0.18295461383905653,0.07812867631436629,0.0281708020128171,0.03113669140029505,0.2640512446099823,0.23811844229476975,0.181505478221123,0.2603304924733815,0.2603304924733815,0.18204698573224287,0.8652746249769135
TCGA-06-0211-01B,0.87,0.2467528893244637,0.508555134410061,0.34228015823292274,0.13612604953448046,0.14247237465590204,0.12507908951096242,0.13888121322717942,0.48290991885969864,0.4188380306884888,0.43819742303584375,0.45292507967009293,0.45292507967009293,0.15221703007053278,0.32378532494221157
TCGA-06-0211-02A,0.7,0.24756046713167895,0.3406417501869992,0.2790287947883624,0.07628137492706923,0.23688443391741426,0.1007466105015567,0.11020804491978234,0.38677566947488623,0.2917559945741131,0.3473793918364688,0.33142353286966447,0.33142353286966447,0.1377277711208046,0.33902857302598527
TCGA-06-0219-01A,0.62,0.16360435565143766,0.30676035712903443,0.21475761044018166,0.09464665303567762,0.1543744033676027,0.01398926461043478,0.008782452013953985,0.4013002981303922,0.30156939975657554,0.041429155340513245,0.35877565152222385,0.35877565152222385,0.034781859025311716,0.300462378528881
TCGA-06-0221-02A,0.82,0.1766489866860459,0.240390599278662,0.0,0.13082279878864916,0.08542880749463098,0.18645836753329081,0.18665359918275404,0.4609108342073204,0.6399083253703163,0.2329145294718971,0.5229767702011826,0.5229767702011826,0.07568190740439912,0.1487118766203737
TCGA-06-0238-01A,0.78,0.15787440152775592,0.330569928124322,0.23501538668808336,0.06766103745404364,0.050553436610606364,0.1049249940566027,0.11617445568436559,0.42470628036732044,0.44337858342860675,0.07512070899195611,0.3948662772894083,0.3948662772894083,0.08605303256034703,0.26363098961693204
TCGA-06-0644-01A,0.63,0.0871570553140295,0.14911661577622629,0.10175516022632898,0.0357563428897572,0.05840759579647451,0.03353872218472084,0.03411549642191872,0.264283335013412,0.23655471724097188,0.11027274534175512,0.19788341048628424,0.19788341048628424,0.049829591277335446,0.13196527543108025
TCGA-06-0645-01A,0.67,0.19631168144204933,0.18100425029517078,0.12257756960887971,0.09135625451645558,0.18719522234772423,0.05385760213911288,0.054340999015236084,0.25570089847511207,0.2055060865244498,0.20278101905152693,0.1980524869271257,0.1980524869271257,0.12779724441812781,0.3875098812160961
TCGA-06-0646-01A,0.84,0.26890500701267994,0.37955192832418916,0.3128530689347752,0.14724801316950278,0.2538828635848991,0.07300953428508156,0.08388761815485433,0.5539981386566409,0.2922273206753682,0.18882385783370995,0.4938131235585207,0.4938131235585207,0.15924294417608398,0.5332694586425766
TCGA-06-0649-01B,0.61,0.5254795394852996,0.19935594503912707,0.13141495867961453,0.22768338971037194,0.28197837706085627,0.010853140062300873,0.015748196512690413,0.46740850495423847,4.599344145684918e-05,0.23714612170915,0.3813521414063913,0.3813521414063913,0.006484333633630011,0.7865557327925813
TCGA-06-0686-01A,0.85,0.23839870521618578,0.3993412516794333,0.2599964805064442,0.16270907736315526,0.0766298796341945,0.11718561810014314,0.12375031237284123,0.43950203697572704,0.2946541840866305,0.21028021296865382,0.3435976395660877,0.3435976395660877,0.13427518454060067,0.4819394464301558
TCGA-06-0743-01A,0.85,0.375716361141417,0.2931456276418104,0.2582338297257485,0.2653444389173099,0.21571324504309197,0.07363367659933967,0.08478368806103793,0.41079760959472467,0.23223221603065258,0.40733616998787237,0.46848432304916904,0.46848432304916904,0.2767184404837842,0.6270830234599806
TCGA-06-0744-01A,0.9,0.5212084476181462,0.505762622974766,0.37077583838783945,0.1539178072657995,0.4727499523386016,0.24696111125095602,0.26305122725070057,0.4543213625458423,0.24640476818519405,0.7942861872062548,0.34817421558250616,0.34817421558250616,0.38379624524749223,0.3689826654950759
TCGA-06-0745-01A,0.81,0.28765531541573747,0.3976633806818227,0.33518003423144377,0.11944998811983139,0.23809255652227349,0.09036197858933066,0.09026550511890695,0.46953371340775485,0.3123720278717767,0.5213782375511279,0.36132614153367765,0.36132614153367765,0.2205932970542771,0.2843654778437181
TCGA-06-0747-01A,0.92,0.3266104178389992,0.33545249521675385,0.5317476140868769,0.37268528381008104,0.1798527828471868,0.10298935067300342,0.12048165116520354,0.5586130867035964,0.3479197919771183,0.5708475188646366,0.5799684846108794,0.5799684846108794,0.24297598022314448,0.4399897420373681
TCGA-06-0749-01A,0.55,0.4405547165912781,0.17216022693825359,0.06202477295476858,0.21034235495886314,0.21312178207200203,0.015099359577081568,0.0179359177596789,0.4691907348859356,0.2769449824759419,0.167513471132962,0.3148675368209814,0.3148675368209814,0.1737595739592196,0.9611111548343136
TCGA-06-0750-01A,0.7,0.5399098747435708,0.32679933478973017,0.3901221843507894,0.27026879345236565,0.11104164729101729,0.10227037068647375,0.10379837367914643,0.47036842050413125,0.2870904227223134,0.447907241752836,0.37077196718977884,0.37077196718977884,0.3815230204319358,0.832029583767265
TCGA-06-0878-01A,0.75,0.2546577263903887,0.34520677023542484,0.29831769460993796,0.08928342803336095,0.14229401261059937,0.0523854057942514,0.054956249611956824,0.4808300054853649,0.34471295375058475,0.2161617393062759,0.4226913483432657,0.4226913483432657,0.1843840060852539,0.3431142844885459
TCGA-06-0882-01A,0.51,0.2514007019934052,0.1444305735629738,0.03995636439294171,0.15307475312900803,0.13939326787599085,0.012013011966598305,0.01467589023749953,0.24974664775761343,0.2533161591992775,0.1707322444839509,0.25497076598738416,0.25497076598738416,0.15347100744540332,0.6494908113871222
TCGA-06-1804-01A,0.81,0.1259996455904592,0.18308517802507426,0.17849877005627582,0.12001487952593433,0.06452611645973427,0.05040213234290884,0.04893737809236007,0.39871188367338384,0.2719618868948683,0.23852956942664688,0.4450396000711802,0.4450396000711802,0.0595127243804422,0.22615197997422465
TCGA-06-2557-01A,0.72,0.058078955749905015,0.1420360254918749,0.08793107350718986,0.06730845223750433,0.10904491572865739,0.06835792481553686,0.07965934948177335,0.3930618634129102,0.16458870234420223,0.15706029130395485,0.4102801334214601,0.4102801334214601,0.0961285925672445,0.14886065326416115
TCGA-06-2558-01A,0.81,0.13985571897585347,0.3057126118216774,0.16171840528431355,0.08815008022218102,0.09255810591358203,0.0615636921143197,0.06574265080683979,0.3827552969452086,0.2703332386975056,0.22229193966095182,0.3093946068967758,0.3093946068967758,0.07774236755031012,0.24706206375038964
TCGA-06-2559-01A,0.9,0.18472758012614712,0.4338729866716464,0.38666650226776805,0.10508347339939961,0.11241409240086828,0.15408788668991094,0.15909300653701922,0.5627580837542361,0.3337429605252955,0.2724775201247312,0.44167087051359005,0.44167087051359005,0.10531348503441668,0.35412989925252186
TCGA-06-2561-01A,0.62,0.3793810809770073,0.16596545411724267,0.14089252053078352,0.3755751309954333,0.35381315889990356,0.035123652121897615,0.03508182835360469,0.4770846127289939,0.37949429566758347,0.2078977348259588,0.40311553613403533,0.40311553613403533,0.2643639131566608,0.9054206418444664
TCGA-06-2562-01A,0.74,0.06959285123766555,0.22291015133697384,0.09946531421463722,0.04879288961285568,0.059930927016255624,0.026707558669550734,0.024701112548516115,0.291950199290757,0.29962184946481507,0.15714457562455592,0.28914275728635125,0.28914275728635125,0.028354248541157867,0.11990148790812145
TCGA-06-2563-01A,0.86,0.26510164932541536,0.3824786754387056,0.19200580420242738,0.1118648267928042,0.22816867920001355,0.09712050300077063,0.099438771735449,0.4145976649480571,1.2968745663341563e-21,0.3948240958481359,0.34707638797441587,0.34707638797441587,0.17264652229708027,0.33374770883486155
TCGA-06-2564-01A,0.79,0.18619169799194735,0.266304113465715,0.22900427262175518,0.13448607480450808,0.10618666054550499,0.04007422785597693,0.04689365346214037,0.3836820074051443,0.2262595767841979,0.16354222596606588,0.3492225288852107,0.3492225288852107,0.11628477818667413,0.41968751077072985
TCGA-06-2565-01A,0.91,0.21187248476674508,0.34060641422127313,0.2186298691773199,0.10945949083762323,0.11880320861478759,0.12856269945743626,0.13264584753282294,0.41831218228937295,0.22322690989911143,0.4166222158187766,0.3870743473666645,0.3870743473666645,0.12019419590012559,0.3101549601199565
TCGA-06-2567-01A,0.79,0.32347272148516915,0.17361148767412488,0.17298433232541874,0.17451076693102166,0.2708950394566147,0.014214442742969747,0.012116097310609489,0.3087612270818477,0.33455299889492646,0.17966855983311308,0.361769456307352,0.361769456307352,0.2020719635300765,0.7486123195987998
TCGA-06-2569-01A,0.94,0.07067458753049226,0.027616891061822708,0.037689636916253794,0.017729602570423164,0.0329010387064771,0.08497441542039205,0.08726554079629462,0.12988288994456804,0.20718824520639983,0.21932060052881805,0.10613252251265236,0.10613252251265236,0.030371334323649635,0.1684169289244114
