	Tumor	Macrophage_Microglia	T_cell	NK_cell	B_cell	Endothelial	Oligodendrocyte	Astrocyte
AARD	2.418903020973878	2.3606470032206266	3.4897512701753928	0.040135809473534324	0.0	0.011893298864201854	1.2626744775787733	6.652153511389226
AARS1	114.48246127994587	32.28215345922062	34.30986331567906	0.7192378464848589	12.451974134908138	14.622660933292858	175.86227034106298	89.72929603349517
AARS2	16.283806644144285	23.013994868452176	12.268480529950336	4.392076570302166	14.919505733665854	3.7196170835482256	13.27775597895904	1.1292829606857158
AARSD1	51.219615342435795	16.524763656341264	14.322122253747104	26.48794225725896	3.1763479583253478	0.9733473611860202	46.42917099838768	20.164650165054326
AASDH	23.31988556510937	11.593626805542785	34.809330196588235	55.34962901076942	24.51230954949657	4.654767023764656	13.359506878712535	84.48276685100979
AASDHPPT	149.99764426049342	33.61170455102218	51.79548889494129	10.435525596429942	13.515617036621563	18.110741049923785	151.37517423819972	238.57530113671388
AASS	96.11629710521905	12.697179268869748	38.51739405058392	4.053013428373386	3.4743628238057775	106.7677421512712	76.24640328904019	109.08802361664821
AATBC	1.1505376359491052e-05	2.0611562860077357e-05	0.0	0.0	0.0	0.0	0.0	0.0
AATF	64.33748497218302	41.50857321701267	47.394069328776546	5.3215469949045495	13.27638945273649	21.21902850153508	37.39245994195439	27.594961589722235
AATK	4.5407348585792535	1.725601304770314	1.17604572903538	53.39096595903159	8.78546073774769	3.7507684787089173	313.4170390442248	0.5078795261791725
ABAT	100.21715862233887	14.089512387931508	38.08869288485613	0.7026123823610515	21.822521388520496	3.0733606541009686	22.724928926766694	33.82527174552009
ABCA1	50.57463734478733	112.40999536189291	14.786737914676824	4.649008116281358	16.07678932721799	21.238359706283223	53.05823524448337	103.78134592402823
ABCA10	3.085094242418201	1.0159775413885492	7.431879418004098	64.37245911906065	0.0	0.35985896416545904	0.8749506661008764	0.0
ABCA11P	18.452266338899342	12.719039702758025	27.837397131748617	24.16926886210321	0.0	1.3654354396604163	7.614512032917126	3.6542764964454078
ABCA12	0.7169818931758953	0.10839949409694791	0.6142608055206247	0.0	0.0	0.40642912777977086	0.37687400819934286	0.0318041425845084
ABCA13	4.50954670912955	0.27225616256493557	0.8654234903244621	0.5788320377688728	0.0	1.3127244446300954	0.16001045351853932	0.33555312373670065
ABCA15P	2.458341808196584	2.531639877309933	5.158683672394901	18.746085660847896	0.0	0.0	7.24673418993597	0.0
ABCA17P	0.10306066136595494	0.06530084060968198	0.0	0.0	0.027132708834343686	0.08647006744115479	0.030794548725609276	0.07443160179918801
ABCA2	49.8613082610842	24.835360260756747	18.986837156703857	5.427521592117954	1.4060183803902102	12.087191267436813	1915.6977434529006	287.31258394296333
ABCA3	43.52988318348383	6.838394556500482	2.563308400492697	0.02400226990164234	19.78836004944269	383.27285227451864	45.92307807038757	94.98823361251941
ABCA4	0.04220655736203962	0.07385347037898242	0.04134514526198868	0.0	0.0	0.07745391902980221	0.005914153515624656	12.02747659554014
ABCA5	13.066803536383118	2.650280497594863	16.440145792363918	30.927303887663076	5.569538981373452	1.3578565573666028	24.889767200687118	0.09921171463883185
ABCA6	1.2221034211235198	0.1082847675017632	6.0430594503288	0.8652863311049824	0.0	4.087282022569591	17.279540321335006	0.03310975478565932
ABCA7	1.6117860343722068	8.04168634410339	3.1236965466347084	3.514599839665838	7.659991502599786	0.7064651652426842	1.6769982175542562	0.004134833420643883
ABCA8	41.53053031833796	1.8153933766917638	0.49654121362494497	0.37625468922815525	6.219517314371473	5.326943216947927	676.5000486814494	0.1523361526056808
ABCA9	4.985824049137634	5.640061487363367	6.685412805048544	18.004389422686533	0.0	0.5852530993449662	4.216418700909666	2.951506036636557
ABCB1	7.084719021964	0.7924254917895603	35.1200572404347	61.18980728966578	0.39699677190955274	1398.238279698734	0.22528771861146618	0.02828722861667409
ABCB10	11.01407995116492	4.433447996256128	8.421535798130893	2.7835386078834286	3.5322954636756596	91.9385926436675	15.11616573748139	13.087717694976314
ABCB11	0.0004178632327494783	0.0005584080221950829	0.0007239118952402737	0.0	0.0	0.0002430484898973145	0.0002449718034053988	0.0
ABCB4	3.1818942914581685	10.31250408421848	0.324913674261509	0.0159364975896103	4.14904538676834	17.051809846788537	0.16196446158051744	0.12318010417426727
ABCB5	1.325730711804158	1.0766384256006762	2.3110125221046673	1.0742960013243352	0.0	0.0	1.3721588943359988	0.8386734963892142
ABCB6	61.17120111525359	6.8227473891708454	2.936759796543729	0.4900695461818178	0.0	47.12321351841339	39.93832362897713	125.38143171735611
ABCB7	32.165511944929094	22.64859575053301	30.120256830572192	0.9589003292598801	10.055280157485551	22.255062223579312	30.961005390934474	3.261172071620744
ABCB8	23.922480757731847	8.63170394412148	4.7425259772506845	1.7554873442987031	7.709561347067043	12.310133906534066	19.378943099647945	44.27974032883702
ABCB9	20.841732562260244	1.9689571919059985	1.5566633747241074	1.4246605083281987	0.7727258902961254	3.0832077186979747	19.09902951569297	174.96669210226952
ABCC1	4.860590119390449	7.2678332968268755	18.825700772445526	2.223231004145414	12.901451759719736	5.409139436439074	1.2432434355397897	0.5959077716100649
ABCC10	13.14378090604251	24.304210940159287	3.949553754160977	43.0748527865604	3.582297867226012	18.234436591127274	6.7177362840400905	46.14647292428021
ABCC11	0.08639864860201066	0.17207984956194666	0.04653858371924083	0.0	1.8113251514092323	0.0	0.647663688272087	0.2852960509665937
ABCC12	0.06145541272534642	0.0	0.0	0.0	0.0	0.0	0.0	1.600808195322373
ABCC13	0.22664537420645023	0.5087755436652294	0.6422817873897112	2.475231302356345	0.0	0.0	0.16674861073589356	0.0
ABCC2	0.6248395491204504	0.7231214320843472	16.034068080679983	0.0	0.0	0.0	0.03137388352675729	0.0
ABCC3	39.83078928380343	21.51294823854813	2.923860713460726	0.9802337201724423	0.4340177162733226	1.1203797464335394	1.8030761889196432	1.95601156860404
